REF_DATE,GEO,New housing price indexes,VALUE,STATUS
1988-01,British Columbia,House only,85.4,NA
1988-01,British Columbia,Land only,52.1,NA
1988-01,"Vancouver, British Columbia",Total (house and land),68.7,NA
1988-01,"Vancouver, British Columbia",House only,79.9,NA
1988-01,"Vancouver, British Columbia",Land only,55.2,NA
1988-01,"Victoria, British Columbia",Total (house and land),93.2,NA
1988-01,"Victoria, British Columbia",House only,155.5,NA
1988-01,"Victoria, British Columbia",Land only,35.6,NA
1988-02,Canada,Total (house and land),49.8,NA
1988-02,Canada,House only,50.1,NA
1988-02,Canada,Land only,46.9,NA
1988-02,Atlantic Region,Total (house and land),54.7,NA
1988-02,Atlantic Region,House only,56,NA
1988-02,Atlantic Region,Land only,48.7,NA
1988-02,Newfoundland and Labrador,Total (house and land),41.7,NA
1988-02,Newfoundland and Labrador,House only,42.3,NA
1988-02,Newfoundland and Labrador,Land only,38.3,NA
1988-02,"St. John's, Newfoundland and Labrador",Total (house and land),41.7,NA
1988-02,"St. John's, Newfoundland and Labrador",House only,42.3,NA
1988-02,"St. John's, Newfoundland and Labrador",Land only,38.3,NA
1988-02,Nova Scotia,Total (house and land),54.2,NA
1988-02,Nova Scotia,House only,53.3,NA
1988-02,Nova Scotia,Land only,56.3,NA
1988-02,"Halifax, Nova Scotia",Total (house and land),54.2,NA
1988-02,"Halifax, Nova Scotia",House only,53.3,NA
1988-02,"Halifax, Nova Scotia",Land only,56.3,NA
1988-02,New Brunswick,Total (house and land),76,NA
1988-02,New Brunswick,House only,79,NA
1988-02,New Brunswick,Land only,66.6,NA
1988-02,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),76,NA
1988-02,"Saint John, Fredericton, and Moncton, New Brunswick",House only,79,NA
1988-02,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,66.6,NA
1988-02,Quebec,Total (house and land),48.7,NA
1988-02,Quebec,House only,50.3,NA
1988-02,Quebec,Land only,43.7,NA
1988-02,"Québec, Quebec",Total (house and land),47.8,NA
1988-02,"Québec, Quebec",House only,54.6,NA
1988-02,"Québec, Quebec",Land only,33.2,NA
1988-02,"Montréal, Quebec",Total (house and land),48.9,NA
1988-02,"Montréal, Quebec",House only,49.5,NA
1988-02,"Montréal, Quebec",Land only,47.3,NA
1988-02,Ontario,Total (house and land),50.3,NA
1988-02,Ontario,House only,46.7,NA
1988-02,Ontario,Land only,57.1,NA
1988-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),49.5,NA
1988-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,47.1,NA
1988-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,63,NA
1988-02,"Toronto, Ontario",Total (house and land),48.9,NA
1988-02,"Toronto, Ontario",House only,45,NA
1988-02,"Toronto, Ontario",Land only,54.4,NA
1988-02,"Hamilton, Ontario",Total (house and land),54.9,NA
1988-02,"Hamilton, Ontario",House only,47.8,NA
1988-02,"Hamilton, Ontario",Land only,70.6,NA
1988-02,"St. Catharines-Niagara, Ontario",Total (house and land),50.8,NA
1988-02,"St. Catharines-Niagara, Ontario",House only,46.7,NA
1988-02,"St. Catharines-Niagara, Ontario",Land only,62.4,NA
1988-02,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),59,NA
1988-02,"Kitchener-Cambridge-Waterloo, Ontario",House only,54.1,NA
1988-02,"Kitchener-Cambridge-Waterloo, Ontario",Land only,70.6,NA
1988-02,"London, Ontario",Total (house and land),51,NA
1988-02,"London, Ontario",House only,46.3,NA
1988-02,"London, Ontario",Land only,67.3,NA
1988-02,"Windsor, Ontario",Total (house and land),76.6,NA
1988-02,"Windsor, Ontario",House only,81.4,NA
1988-02,"Windsor, Ontario",Land only,62.6,NA
1988-02,"Greater Sudbury, Ontario",Total (house and land),71.7,NA
1988-02,"Greater Sudbury, Ontario",House only,75.2,NA
1988-02,"Greater Sudbury, Ontario",Land only,61.2,NA
1988-02,Prairie Region,Total (house and land),31.8,NA
1988-02,Prairie Region,House only,33.1,NA
1988-02,Prairie Region,Land only,28.3,NA
1988-02,Manitoba,Total (house and land),38.4,NA
1988-02,Manitoba,House only,40.8,NA
1988-02,Manitoba,Land only,31.8,NA
1988-02,"Winnipeg, Manitoba",Total (house and land),38.4,NA
1988-02,"Winnipeg, Manitoba",House only,40.8,NA
1988-02,"Winnipeg, Manitoba",Land only,31.8,NA
1988-02,Saskatchewan,Total (house and land),32.1,NA
1988-02,Saskatchewan,House only,32,NA
1988-02,Saskatchewan,Land only,32,NA
1988-02,"Regina, Saskatchewan",Total (house and land),25.5,NA
1988-02,"Regina, Saskatchewan",House only,25.2,NA
1988-02,"Regina, Saskatchewan",Land only,26.2,NA
1988-02,"Saskatoon, Saskatchewan",Total (house and land),38.8,NA
1988-02,"Saskatoon, Saskatchewan",House only,39.8,NA
1988-02,"Saskatoon, Saskatchewan",Land only,36.8,NA
1988-02,Alberta,Total (house and land),29.4,NA
1988-02,Alberta,House only,30.9,NA
1988-02,Alberta,Land only,25.6,NA
1988-02,"Calgary, Alberta",Total (house and land),26.8,NA
1988-02,"Calgary, Alberta",House only,27.8,NA
1988-02,"Calgary, Alberta",Land only,24.3,NA
1988-02,"Edmonton, Alberta",Total (house and land),34,NA
1988-02,"Edmonton, Alberta",House only,36.6,NA
1988-02,"Edmonton, Alberta",Land only,27.9,NA
1988-02,British Columbia,Total (house and land),71.5,NA
1988-02,British Columbia,House only,86.6,NA
1988-02,British Columbia,Land only,52,NA
1988-02,"Vancouver, British Columbia",Total (house and land),69.4,NA
1988-02,"Vancouver, British Columbia",House only,81.3,NA
1988-02,"Vancouver, British Columbia",Land only,54.9,NA
1988-02,"Victoria, British Columbia",Total (house and land),92.9,NA
1988-02,"Victoria, British Columbia",House only,154.5,NA
1988-02,"Victoria, British Columbia",Land only,35.7,NA
1988-03,Canada,Total (house and land),50.3,NA
1988-03,Canada,House only,50.6,NA
1988-03,Canada,Land only,47.4,NA
1988-03,Atlantic Region,Total (house and land),54.8,NA
1988-03,Atlantic Region,House only,56.2,NA
1988-03,Atlantic Region,Land only,48.7,NA
1988-03,Newfoundland and Labrador,Total (house and land),41.7,NA
1988-03,Newfoundland and Labrador,House only,42.3,NA
1988-03,Newfoundland and Labrador,Land only,38.3,NA
1988-03,"St. John's, Newfoundland and Labrador",Total (house and land),41.7,NA
1988-03,"St. John's, Newfoundland and Labrador",House only,42.3,NA
1988-03,"St. John's, Newfoundland and Labrador",Land only,38.3,NA
1988-03,Nova Scotia,Total (house and land),54.3,NA
1988-03,Nova Scotia,House only,53.5,NA
1988-03,Nova Scotia,Land only,56.3,NA
1988-03,"Halifax, Nova Scotia",Total (house and land),54.3,NA
1988-03,"Halifax, Nova Scotia",House only,53.5,NA
1988-03,"Halifax, Nova Scotia",Land only,56.3,NA
1988-03,New Brunswick,Total (house and land),76,NA
1988-03,New Brunswick,House only,79,NA
1988-03,New Brunswick,Land only,66.6,NA
1988-03,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),76,NA
1988-03,"Saint John, Fredericton, and Moncton, New Brunswick",House only,79,NA
1988-03,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,66.6,NA
1988-03,Quebec,Total (house and land),49.2,NA
1988-03,Quebec,House only,50.8,NA
1988-03,Quebec,Land only,44.1,NA
1988-03,"Québec, Quebec",Total (house and land),48.4,NA
1988-03,"Québec, Quebec",House only,55.2,NA
1988-03,"Québec, Quebec",Land only,34.1,NA
1988-03,"Montréal, Quebec",Total (house and land),49.4,NA
1988-03,"Montréal, Quebec",House only,49.9,NA
1988-03,"Montréal, Quebec",Land only,47.4,NA
1988-03,Ontario,Total (house and land),50.9,NA
1988-03,Ontario,House only,47.3,NA
1988-03,Ontario,Land only,57.9,NA
1988-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),49.6,NA
1988-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,47.1,NA
1988-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,63,NA
1988-03,"Toronto, Ontario",Total (house and land),49.7,NA
1988-03,"Toronto, Ontario",House only,45.6,NA
1988-03,"Toronto, Ontario",Land only,55.3,NA
1988-03,"Hamilton, Ontario",Total (house and land),55.4,NA
1988-03,"Hamilton, Ontario",House only,48.3,NA
1988-03,"Hamilton, Ontario",Land only,70.9,NA
1988-03,"St. Catharines-Niagara, Ontario",Total (house and land),51.8,NA
1988-03,"St. Catharines-Niagara, Ontario",House only,47.7,NA
1988-03,"St. Catharines-Niagara, Ontario",Land only,63,NA
1988-03,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),59.7,NA
1988-03,"Kitchener-Cambridge-Waterloo, Ontario",House only,54.2,NA
1988-03,"Kitchener-Cambridge-Waterloo, Ontario",Land only,73.1,NA
1988-03,"London, Ontario",Total (house and land),51.2,NA
1988-03,"London, Ontario",House only,46.3,NA
1988-03,"London, Ontario",Land only,67.3,NA
1988-03,"Windsor, Ontario",Total (house and land),76.9,NA
1988-03,"Windsor, Ontario",House only,81.5,NA
1988-03,"Windsor, Ontario",Land only,63.3,NA
1988-03,"Greater Sudbury, Ontario",Total (house and land),71.9,NA
1988-03,"Greater Sudbury, Ontario",House only,75,NA
1988-03,"Greater Sudbury, Ontario",Land only,62.5,NA
1988-03,Prairie Region,Total (house and land),31.8,NA
1988-03,Prairie Region,House only,33.2,NA
1988-03,Prairie Region,Land only,28.3,NA
1988-03,Manitoba,Total (house and land),38.3,NA
1988-03,Manitoba,House only,40.7,NA
1988-03,Manitoba,Land only,31.8,NA
1988-03,"Winnipeg, Manitoba",Total (house and land),38.3,NA
1988-03,"Winnipeg, Manitoba",House only,40.7,NA
1988-03,"Winnipeg, Manitoba",Land only,31.8,NA
1988-03,Saskatchewan,Total (house and land),32.2,NA
1988-03,Saskatchewan,House only,32.1,NA
1988-03,Saskatchewan,Land only,32,NA
1988-03,"Regina, Saskatchewan",Total (house and land),25.6,NA
1988-03,"Regina, Saskatchewan",House only,25.3,NA
1988-03,"Regina, Saskatchewan",Land only,26.2,NA
1988-03,"Saskatoon, Saskatchewan",Total (house and land),39,NA
1988-03,"Saskatoon, Saskatchewan",House only,39.9,NA
1988-03,"Saskatoon, Saskatchewan",Land only,36.8,NA
1988-03,Alberta,Total (house and land),29.5,NA
1988-03,Alberta,House only,31.1,NA
1988-03,Alberta,Land only,25.8,NA
1988-03,"Calgary, Alberta",Total (house and land),26.9,NA
1988-03,"Calgary, Alberta",House only,27.9,NA
1988-03,"Calgary, Alberta",Land only,24.3,NA
1988-03,"Edmonton, Alberta",Total (house and land),34.3,NA
1988-03,"Edmonton, Alberta",House only,36.9,NA
1988-03,"Edmonton, Alberta",Land only,28.2,NA
1988-03,British Columbia,Total (house and land),71.6,NA
1988-03,British Columbia,House only,86.6,NA
1988-03,British Columbia,Land only,52.4,NA
1988-03,"Vancouver, British Columbia",Total (house and land),69.4,NA
1988-03,"Vancouver, British Columbia",House only,81.3,NA
1988-03,"Vancouver, British Columbia",Land only,54.9,NA
1988-03,"Victoria, British Columbia",Total (house and land),94.1,NA
1988-03,"Victoria, British Columbia",House only,154.7,NA
1988-03,"Victoria, British Columbia",Land only,37.8,NA
1988-04,Canada,Total (house and land),51.2,NA
1988-04,Canada,House only,51.5,NA
1988-04,Canada,Land only,48.3,NA
1988-04,Atlantic Region,Total (house and land),55.2,NA
1988-04,Atlantic Region,House only,56.7,NA
1988-04,Atlantic Region,Land only,48.7,NA
1988-04,Newfoundland and Labrador,Total (house and land),41.7,NA
1988-04,Newfoundland and Labrador,House only,42.3,NA
1988-04,Newfoundland and Labrador,Land only,38.3,NA
1988-04,"St. John's, Newfoundland and Labrador",Total (house and land),41.7,NA
1988-04,"St. John's, Newfoundland and Labrador",House only,42.3,NA
1988-04,"St. John's, Newfoundland and Labrador",Land only,38.3,NA
1988-04,Nova Scotia,Total (house and land),54.3,NA
1988-04,Nova Scotia,House only,53.5,NA
1988-04,Nova Scotia,Land only,56.3,NA
1988-04,"Halifax, Nova Scotia",Total (house and land),54.3,NA
1988-04,"Halifax, Nova Scotia",House only,53.5,NA
1988-04,"Halifax, Nova Scotia",Land only,56.3,NA
1988-04,New Brunswick,Total (house and land),78.4,NA
1988-04,New Brunswick,House only,82.1,NA
1988-04,New Brunswick,Land only,66.6,NA
1988-04,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),78.4,NA
1988-04,"Saint John, Fredericton, and Moncton, New Brunswick",House only,82.1,NA
1988-04,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,66.6,NA
1988-04,Quebec,Total (house and land),49.5,NA
1988-04,Quebec,House only,51.1,NA
1988-04,Quebec,Land only,44,NA
1988-04,"Québec, Quebec",Total (house and land),48.8,NA
1988-04,"Québec, Quebec",House only,55.6,NA
1988-04,"Québec, Quebec",Land only,34.5,NA
1988-04,"Montréal, Quebec",Total (house and land),49.6,NA
1988-04,"Montréal, Quebec",House only,50.2,NA
1988-04,"Montréal, Quebec",Land only,47.2,NA
1988-04,Ontario,Total (house and land),52.4,NA
1988-04,Ontario,House only,48.6,NA
1988-04,Ontario,Land only,60.1,NA
1988-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),50.1,NA
1988-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,47.6,NA
1988-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,63.9,NA
1988-04,"Toronto, Ontario",Total (house and land),51.7,NA
1988-04,"Toronto, Ontario",House only,47.4,NA
1988-04,"Toronto, Ontario",Land only,58.2,NA
1988-04,"Hamilton, Ontario",Total (house and land),55.7,NA
1988-04,"Hamilton, Ontario",House only,48.5,NA
1988-04,"Hamilton, Ontario",Land only,70.9,NA
1988-04,"St. Catharines-Niagara, Ontario",Total (house and land),51.9,NA
1988-04,"St. Catharines-Niagara, Ontario",House only,47.9,NA
1988-04,"St. Catharines-Niagara, Ontario",Land only,63,NA
1988-04,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),59.8,NA
1988-04,"Kitchener-Cambridge-Waterloo, Ontario",House only,54.4,NA
1988-04,"Kitchener-Cambridge-Waterloo, Ontario",Land only,73.2,NA
1988-04,"London, Ontario",Total (house and land),52.5,NA
1988-04,"London, Ontario",House only,47.8,NA
1988-04,"London, Ontario",Land only,68.2,NA
1988-04,"Windsor, Ontario",Total (house and land),76.7,NA
1988-04,"Windsor, Ontario",House only,81.2,NA
1988-04,"Windsor, Ontario",Land only,63.3,NA
1988-04,"Greater Sudbury, Ontario",Total (house and land),72.6,NA
1988-04,"Greater Sudbury, Ontario",House only,75.2,NA
1988-04,"Greater Sudbury, Ontario",Land only,64.4,NA
1988-04,Prairie Region,Total (house and land),32,NA
1988-04,Prairie Region,House only,33.3,NA
1988-04,Prairie Region,Land only,28.5,NA
1988-04,Manitoba,Total (house and land),38.4,NA
1988-04,Manitoba,House only,40.7,NA
1988-04,Manitoba,Land only,32.1,NA
1988-04,"Winnipeg, Manitoba",Total (house and land),38.4,NA
1988-04,"Winnipeg, Manitoba",House only,40.7,NA
1988-04,"Winnipeg, Manitoba",Land only,32.1,NA
1988-04,Saskatchewan,Total (house and land),32.2,NA
1988-04,Saskatchewan,House only,32.2,NA
1988-04,Saskatchewan,Land only,32,NA
1988-04,"Regina, Saskatchewan",Total (house and land),25.6,NA
1988-04,"Regina, Saskatchewan",House only,25.4,NA
1988-04,"Regina, Saskatchewan",Land only,26.2,NA
1988-04,"Saskatoon, Saskatchewan",Total (house and land),39,NA
1988-04,"Saskatoon, Saskatchewan",House only,39.9,NA
1988-04,"Saskatoon, Saskatchewan",Land only,36.8,NA
1988-04,Alberta,Total (house and land),29.7,NA
1988-04,Alberta,House only,31.3,NA
1988-04,Alberta,Land only,25.9,NA
1988-04,"Calgary, Alberta",Total (house and land),27.1,NA
1988-04,"Calgary, Alberta",House only,28.2,NA
1988-04,"Calgary, Alberta",Land only,24.5,NA
1988-04,"Edmonton, Alberta",Total (house and land),34.3,NA
1988-04,"Edmonton, Alberta",House only,37,NA
1988-04,"Edmonton, Alberta",Land only,28.3,NA
1988-04,British Columbia,Total (house and land),72,NA
1988-04,British Columbia,House only,87.4,NA
1988-04,British Columbia,Land only,52.5,NA
1988-04,"Vancouver, British Columbia",Total (house and land),69.9,NA
1988-04,"Vancouver, British Columbia",House only,82.1,NA
1988-04,"Vancouver, British Columbia",Land only,54.9,NA
1988-04,"Victoria, British Columbia",Total (house and land),94.4,NA
1988-04,"Victoria, British Columbia",House only,155.2,NA
1988-04,"Victoria, British Columbia",Land only,38,NA
1988-05,Canada,Total (house and land),51.9,NA
1988-05,Canada,House only,52.1,NA
1988-05,Canada,Land only,49.3,NA
1988-05,Atlantic Region,Total (house and land),55.3,NA
1988-05,Atlantic Region,House only,56.8,NA
1988-05,Atlantic Region,Land only,48.7,NA
1988-05,Newfoundland and Labrador,Total (house and land),41.8,NA
1988-05,Newfoundland and Labrador,House only,42.6,NA
1988-05,Newfoundland and Labrador,Land only,38.3,NA
1988-05,"St. John's, Newfoundland and Labrador",Total (house and land),41.8,NA
1988-05,"St. John's, Newfoundland and Labrador",House only,42.6,NA
1988-05,"St. John's, Newfoundland and Labrador",Land only,38.3,NA
1988-05,Nova Scotia,Total (house and land),54.4,NA
1988-05,Nova Scotia,House only,53.7,NA
1988-05,Nova Scotia,Land only,56.3,NA
1988-05,"Halifax, Nova Scotia",Total (house and land),54.4,NA
1988-05,"Halifax, Nova Scotia",House only,53.7,NA
1988-05,"Halifax, Nova Scotia",Land only,56.3,NA
1988-05,New Brunswick,Total (house and land),78.4,NA
1988-05,New Brunswick,House only,82.1,NA
1988-05,New Brunswick,Land only,66.6,NA
1988-05,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),78.4,NA
1988-05,"Saint John, Fredericton, and Moncton, New Brunswick",House only,82.1,NA
1988-05,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,66.6,NA
1988-05,Quebec,Total (house and land),49.9,NA
1988-05,Quebec,House only,51.6,NA
1988-05,Quebec,Land only,44.5,NA
1988-05,"Québec, Quebec",Total (house and land),49.4,NA
1988-05,"Québec, Quebec",House only,56.1,NA
1988-05,"Québec, Quebec",Land only,35.4,NA
1988-05,"Montréal, Quebec",Total (house and land),50,NA
1988-05,"Montréal, Quebec",House only,50.6,NA
1988-05,"Montréal, Quebec",Land only,47.4,NA
1988-05,Ontario,Total (house and land),53.5,NA
1988-05,Ontario,House only,49.5,NA
1988-05,Ontario,Land only,62,NA
1988-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),50.8,NA
1988-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,47.9,NA
1988-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,66.1,NA
1988-05,"Toronto, Ontario",Total (house and land),53.1,NA
1988-05,"Toronto, Ontario",House only,48.5,NA
1988-05,"Toronto, Ontario",Land only,60.8,NA
1988-05,"Hamilton, Ontario",Total (house and land),56.2,NA
1988-05,"Hamilton, Ontario",House only,49.2,NA
1988-05,"Hamilton, Ontario",Land only,70.9,NA
1988-05,"St. Catharines-Niagara, Ontario",Total (house and land),51.7,NA
1988-05,"St. Catharines-Niagara, Ontario",House only,47.7,NA
1988-05,"St. Catharines-Niagara, Ontario",Land only,63,NA
1988-05,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),60.2,NA
1988-05,"Kitchener-Cambridge-Waterloo, Ontario",House only,54.7,NA
1988-05,"Kitchener-Cambridge-Waterloo, Ontario",Land only,73.7,NA
1988-05,"London, Ontario",Total (house and land),53.5,NA
1988-05,"London, Ontario",House only,48.9,NA
1988-05,"London, Ontario",Land only,68.3,NA
1988-05,"Windsor, Ontario",Total (house and land),77.1,NA
1988-05,"Windsor, Ontario",House only,81.5,NA
1988-05,"Windsor, Ontario",Land only,63.6,NA
1988-05,"Greater Sudbury, Ontario",Total (house and land),73.5,NA
1988-05,"Greater Sudbury, Ontario",House only,76.3,NA
1988-05,"Greater Sudbury, Ontario",Land only,64.4,NA
1988-05,Prairie Region,Total (house and land),32,NA
1988-05,Prairie Region,House only,33.4,NA
1988-05,Prairie Region,Land only,28.7,NA
1988-05,Manitoba,Total (house and land),38.3,NA
1988-05,Manitoba,House only,40.5,NA
1988-05,Manitoba,Land only,32.1,NA
1988-05,"Winnipeg, Manitoba",Total (house and land),38.3,NA
1988-05,"Winnipeg, Manitoba",House only,40.5,NA
1988-05,"Winnipeg, Manitoba",Land only,32.1,NA
