REF_DATE,GEO,New housing price indexes,VALUE,STATUS
2012-11,Prairie Region,Land only,94,NA
2012-11,Manitoba,Total (house and land),91.6,NA
2012-11,Manitoba,House only,91.5,NA
2012-11,Manitoba,Land only,91.5,NA
2012-11,"Winnipeg, Manitoba",Total (house and land),91.6,NA
2012-11,"Winnipeg, Manitoba",House only,91.5,NA
2012-11,"Winnipeg, Manitoba",Land only,91.5,NA
2012-11,Saskatchewan,Total (house and land),99,NA
2012-11,Saskatchewan,House only,100.7,NA
2012-11,Saskatchewan,Land only,94.5,NA
2012-11,"Regina, Saskatchewan",Total (house and land),98.7,NA
2012-11,"Regina, Saskatchewan",House only,99.6,NA
2012-11,"Regina, Saskatchewan",Land only,96,NA
2012-11,"Saskatoon, Saskatchewan",Total (house and land),99.2,NA
2012-11,"Saskatoon, Saskatchewan",House only,101.2,NA
2012-11,"Saskatoon, Saskatchewan",Land only,93.9,NA
2012-11,Alberta,Total (house and land),94.6,NA
2012-11,Alberta,House only,94.9,NA
2012-11,Alberta,Land only,94.1,NA
2012-11,"Calgary, Alberta",Total (house and land),89.4,NA
2012-11,"Calgary, Alberta",House only,89.1,NA
2012-11,"Calgary, Alberta",Land only,90.1,NA
2012-11,"Edmonton, Alberta",Total (house and land),99.8,NA
2012-11,"Edmonton, Alberta",House only,100.5,NA
2012-11,"Edmonton, Alberta",Land only,98.3,NA
2012-11,British Columbia,Total (house and land),95.7,NA
2012-11,British Columbia,House only,93.9,NA
2012-11,British Columbia,Land only,99.3,NA
2012-11,"Vancouver, British Columbia",Total (house and land),95.5,NA
2012-11,"Vancouver, British Columbia",House only,93.6,NA
2012-11,"Vancouver, British Columbia",Land only,99.2,NA
2012-11,"Victoria, British Columbia",Total (house and land),97.6,NA
2012-11,"Victoria, British Columbia",House only,97,NA
2012-11,"Victoria, British Columbia",Land only,99.6,NA
2012-12,Canada,Total (house and land),92.7,NA
2012-12,Canada,House only,91.7,NA
2012-12,Canada,Land only,94.9,NA
2012-12,Atlantic Region,Total (house and land),97.4,NA
2012-12,Atlantic Region,House only,97.6,NA
2012-12,Atlantic Region,Land only,96.5,NA
2012-12,Newfoundland and Labrador,Total (house and land),97.5,NA
2012-12,Newfoundland and Labrador,House only,98.1,NA
2012-12,Newfoundland and Labrador,Land only,95.6,NA
2012-12,"St. John's, Newfoundland and Labrador",Total (house and land),97.5,NA
2012-12,"St. John's, Newfoundland and Labrador",House only,98.1,NA
2012-12,"St. John's, Newfoundland and Labrador",Land only,95.6,NA
2012-12,Prince Edward Island,Total (house and land),99.2,NA
2012-12,Prince Edward Island,House only,100,NA
2012-12,Prince Edward Island,Land only,96,NA
2012-12,"Charlottetown, Prince Edward Island",Total (house and land),99.2,NA
2012-12,"Charlottetown, Prince Edward Island",House only,100,NA
2012-12,"Charlottetown, Prince Edward Island",Land only,96,NA
2012-12,Nova Scotia,Total (house and land),96.5,NA
2012-12,Nova Scotia,House only,96.3,NA
2012-12,Nova Scotia,Land only,97.3,NA
2012-12,"Halifax, Nova Scotia",Total (house and land),96.5,NA
2012-12,"Halifax, Nova Scotia",House only,96.3,NA
2012-12,"Halifax, Nova Scotia",Land only,97.3,NA
2012-12,New Brunswick,Total (house and land),98.1,NA
2012-12,New Brunswick,House only,97.8,NA
2012-12,New Brunswick,Land only,100,NA
2012-12,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),98.1,NA
2012-12,"Saint John, Fredericton, and Moncton, New Brunswick",House only,97.8,NA
2012-12,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,100,NA
2012-12,Quebec,Total (house and land),98.2,NA
2012-12,Quebec,House only,98.2,NA
2012-12,Quebec,Land only,98.3,NA
2012-12,"Québec, Quebec",Total (house and land),100.4,NA
2012-12,"Québec, Quebec",House only,101.5,NA
2012-12,"Québec, Quebec",Land only,98.7,NA
2012-12,"Montréal, Quebec",Total (house and land),97.6,NA
2012-12,"Montréal, Quebec",House only,97.3,NA
2012-12,"Montréal, Quebec",Land only,98.2,NA
2012-12,Ontario,Total (house and land),88.4,NA
2012-12,Ontario,House only,86.1,NA
2012-12,Ontario,Land only,93.3,NA
2012-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),101.7,NA
2012-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,104.1,NA
2012-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,96.4,NA
2012-12,"Toronto, Ontario",Total (house and land),85.6,NA
2012-12,"Toronto, Ontario",House only,82,NA
2012-12,"Toronto, Ontario",Land only,92.3,NA
2012-12,"Hamilton, Ontario",Total (house and land),89.2,NA
2012-12,"Hamilton, Ontario",House only,86.3,NA
2012-12,"Hamilton, Ontario",Land only,95.7,NA
2012-12,"St. Catharines-Niagara, Ontario",Total (house and land),89.2,NA
2012-12,"St. Catharines-Niagara, Ontario",House only,85.9,NA
2012-12,"St. Catharines-Niagara, Ontario",Land only,98.4,NA
2012-12,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),93.1,NA
2012-12,"Kitchener-Cambridge-Waterloo, Ontario",House only,91.2,NA
2012-12,"Kitchener-Cambridge-Waterloo, Ontario",Land only,99.3,NA
2012-12,"London, Ontario",Total (house and land),92.5,NA
2012-12,"London, Ontario",House only,91.1,NA
2012-12,"London, Ontario",Land only,98.3,NA
2012-12,"Windsor, Ontario",Total (house and land),92.9,NA
2012-12,"Windsor, Ontario",House only,92.6,NA
2012-12,"Windsor, Ontario",Land only,94.2,NA
2012-12,"Greater Sudbury, Ontario",Total (house and land),97.9,NA
2012-12,"Greater Sudbury, Ontario",House only,97.4,NA
2012-12,"Greater Sudbury, Ontario",Land only,99.3,NA
2012-12,Prairie Region,Total (house and land),95.2,NA
2012-12,Prairie Region,House only,95.7,NA
2012-12,Prairie Region,Land only,94.2,NA
2012-12,Manitoba,Total (house and land),92.4,NA
2012-12,Manitoba,House only,91.7,NA
2012-12,Manitoba,Land only,93.4,NA
2012-12,"Winnipeg, Manitoba",Total (house and land),92.4,NA
2012-12,"Winnipeg, Manitoba",House only,91.7,NA
2012-12,"Winnipeg, Manitoba",Land only,93.4,NA
2012-12,Saskatchewan,Total (house and land),99.1,NA
2012-12,Saskatchewan,House only,100.7,NA
2012-12,Saskatchewan,Land only,94.8,NA
2012-12,"Regina, Saskatchewan",Total (house and land),98.6,NA
2012-12,"Regina, Saskatchewan",House only,99.6,NA
2012-12,"Regina, Saskatchewan",Land only,95.7,NA
2012-12,"Saskatoon, Saskatchewan",Total (house and land),99.4,NA
2012-12,"Saskatoon, Saskatchewan",House only,101.2,NA
2012-12,"Saskatoon, Saskatchewan",Land only,94.4,NA
2012-12,Alberta,Total (house and land),94.9,NA
2012-12,Alberta,House only,95.4,NA
2012-12,Alberta,Land only,94.1,NA
2012-12,"Calgary, Alberta",Total (house and land),89.8,NA
2012-12,"Calgary, Alberta",House only,89.8,NA
2012-12,"Calgary, Alberta",Land only,90.2,NA
2012-12,"Edmonton, Alberta",Total (house and land),100,NA
2012-12,"Edmonton, Alberta",House only,100.8,NA
2012-12,"Edmonton, Alberta",Land only,98.3,NA
2012-12,British Columbia,Total (house and land),95.4,NA
2012-12,British Columbia,House only,93.4,NA
2012-12,British Columbia,Land only,99.3,NA
2012-12,"Vancouver, British Columbia",Total (house and land),95.2,NA
2012-12,"Vancouver, British Columbia",House only,93.1,NA
2012-12,"Vancouver, British Columbia",Land only,99.2,NA
2012-12,"Victoria, British Columbia",Total (house and land),97.5,NA
2012-12,"Victoria, British Columbia",House only,96.9,NA
2012-12,"Victoria, British Columbia",Land only,99.6,NA
2013-01,Canada,Total (house and land),92.8,NA
2013-01,Canada,House only,91.8,NA
2013-01,Canada,Land only,95,NA
2013-01,Atlantic Region,Total (house and land),97.5,NA
2013-01,Atlantic Region,House only,97.8,NA
2013-01,Atlantic Region,Land only,96.6,NA
2013-01,Newfoundland and Labrador,Total (house and land),97.7,NA
2013-01,Newfoundland and Labrador,House only,98.3,NA
2013-01,Newfoundland and Labrador,Land only,95.7,NA
2013-01,"St. John's, Newfoundland and Labrador",Total (house and land),97.7,NA
2013-01,"St. John's, Newfoundland and Labrador",House only,98.3,NA
2013-01,"St. John's, Newfoundland and Labrador",Land only,95.7,NA
2013-01,Prince Edward Island,Total (house and land),100.1,NA
2013-01,Prince Edward Island,House only,101.1,NA
2013-01,Prince Edward Island,Land only,96,NA
2013-01,"Charlottetown, Prince Edward Island",Total (house and land),100.1,NA
2013-01,"Charlottetown, Prince Edward Island",House only,101.1,NA
2013-01,"Charlottetown, Prince Edward Island",Land only,96,NA
2013-01,Nova Scotia,Total (house and land),96.6,NA
2013-01,Nova Scotia,House only,96.5,NA
2013-01,Nova Scotia,Land only,97.3,NA
2013-01,"Halifax, Nova Scotia",Total (house and land),96.6,NA
2013-01,"Halifax, Nova Scotia",House only,96.5,NA
2013-01,"Halifax, Nova Scotia",Land only,97.3,NA
2013-01,New Brunswick,Total (house and land),98,NA
2013-01,New Brunswick,House only,97.7,NA
2013-01,New Brunswick,Land only,100,NA
2013-01,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),98,NA
2013-01,"Saint John, Fredericton, and Moncton, New Brunswick",House only,97.7,NA
2013-01,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,100,NA
2013-01,Quebec,Total (house and land),98.2,NA
2013-01,Quebec,House only,98.2,NA
2013-01,Quebec,Land only,98.3,NA
2013-01,"Québec, Quebec",Total (house and land),100.4,NA
2013-01,"Québec, Quebec",House only,101.5,NA
2013-01,"Québec, Quebec",Land only,98.7,NA
2013-01,"Montréal, Quebec",Total (house and land),97.6,NA
2013-01,"Montréal, Quebec",House only,97.3,NA
2013-01,"Montréal, Quebec",Land only,98.2,NA
2013-01,Ontario,Total (house and land),88.5,NA
2013-01,Ontario,House only,86.3,NA
2013-01,Ontario,Land only,93.3,NA
2013-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),101.5,NA
2013-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,103.7,NA
2013-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,96.4,NA
2013-01,"Toronto, Ontario",Total (house and land),85.8,NA
2013-01,"Toronto, Ontario",House only,82.3,NA
2013-01,"Toronto, Ontario",Land only,92.3,NA
2013-01,"Hamilton, Ontario",Total (house and land),89.3,NA
2013-01,"Hamilton, Ontario",House only,86.5,NA
2013-01,"Hamilton, Ontario",Land only,95.7,NA
2013-01,"St. Catharines-Niagara, Ontario",Total (house and land),89.2,NA
2013-01,"St. Catharines-Niagara, Ontario",House only,85.9,NA
2013-01,"St. Catharines-Niagara, Ontario",Land only,98.4,NA
2013-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),93,NA
2013-01,"Kitchener-Cambridge-Waterloo, Ontario",House only,91.1,NA
2013-01,"Kitchener-Cambridge-Waterloo, Ontario",Land only,99.3,NA
2013-01,"London, Ontario",Total (house and land),92.5,NA
2013-01,"London, Ontario",House only,91.1,NA
2013-01,"London, Ontario",Land only,98.3,NA
2013-01,"Windsor, Ontario",Total (house and land),92.9,NA
2013-01,"Windsor, Ontario",House only,92.6,NA
2013-01,"Windsor, Ontario",Land only,94.2,NA
2013-01,"Greater Sudbury, Ontario",Total (house and land),97.9,NA
2013-01,"Greater Sudbury, Ontario",House only,97.5,NA
2013-01,"Greater Sudbury, Ontario",Land only,99.5,NA
2013-01,Prairie Region,Total (house and land),95.4,NA
2013-01,Prairie Region,House only,95.9,NA
2013-01,Prairie Region,Land only,94.5,NA
2013-01,Manitoba,Total (house and land),93.2,NA
2013-01,Manitoba,House only,91.8,NA
2013-01,Manitoba,Land only,96.2,NA
2013-01,"Winnipeg, Manitoba",Total (house and land),93.2,NA
2013-01,"Winnipeg, Manitoba",House only,91.8,NA
2013-01,"Winnipeg, Manitoba",Land only,96.2,NA
2013-01,Saskatchewan,Total (house and land),99.1,NA
2013-01,Saskatchewan,House only,100.7,NA
2013-01,Saskatchewan,Land only,94.8,NA
2013-01,"Regina, Saskatchewan",Total (house and land),98.6,NA
2013-01,"Regina, Saskatchewan",House only,99.6,NA
2013-01,"Regina, Saskatchewan",Land only,95.7,NA
2013-01,"Saskatoon, Saskatchewan",Total (house and land),99.4,NA
2013-01,"Saskatoon, Saskatchewan",House only,101.2,NA
2013-01,"Saskatoon, Saskatchewan",Land only,94.4,NA
2013-01,Alberta,Total (house and land),95.1,NA
2013-01,Alberta,House only,95.6,NA
2013-01,Alberta,Land only,94.3,NA
2013-01,"Calgary, Alberta",Total (house and land),90.3,NA
2013-01,"Calgary, Alberta",House only,90.4,NA
2013-01,"Calgary, Alberta",Land only,90.6,NA
2013-01,"Edmonton, Alberta",Total (house and land),99.9,NA
2013-01,"Edmonton, Alberta",House only,100.7,NA
2013-01,"Edmonton, Alberta",Land only,98.2,NA
2013-01,British Columbia,Total (house and land),95.3,NA
2013-01,British Columbia,House only,93.3,NA
2013-01,British Columbia,Land only,99.3,NA
2013-01,"Vancouver, British Columbia",Total (house and land),95.2,NA
2013-01,"Vancouver, British Columbia",House only,93.1,NA
2013-01,"Vancouver, British Columbia",Land only,99.2,NA
2013-01,"Victoria, British Columbia",Total (house and land),97.4,NA
2013-01,"Victoria, British Columbia",House only,96.7,NA
2013-01,"Victoria, British Columbia",Land only,99.6,NA
2013-02,Canada,Total (house and land),93,NA
2013-02,Canada,House only,91.9,NA
2013-02,Canada,Land only,95.2,NA
2013-02,Atlantic Region,Total (house and land),97.9,NA
2013-02,Atlantic Region,House only,98.1,NA
2013-02,Atlantic Region,Land only,96.8,NA
2013-02,Newfoundland and Labrador,Total (house and land),97.7,NA
2013-02,Newfoundland and Labrador,House only,98.2,NA
2013-02,Newfoundland and Labrador,Land only,95.7,NA
2013-02,"St. John's, Newfoundland and Labrador",Total (house and land),97.7,NA
2013-02,"St. John's, Newfoundland and Labrador",House only,98.2,NA
2013-02,"St. John's, Newfoundland and Labrador",Land only,95.7,NA
2013-02,Prince Edward Island,Total (house and land),100.1,NA
2013-02,Prince Edward Island,House only,101.1,NA
2013-02,Prince Edward Island,Land only,96,NA
2013-02,"Charlottetown, Prince Edward Island",Total (house and land),100.1,NA
2013-02,"Charlottetown, Prince Edward Island",House only,101.1,NA
2013-02,"Charlottetown, Prince Edward Island",Land only,96,NA
2013-02,Nova Scotia,Total (house and land),97.6,NA
2013-02,Nova Scotia,House only,97.4,NA
2013-02,Nova Scotia,Land only,98.1,NA
2013-02,"Halifax, Nova Scotia",Total (house and land),97.6,NA
2013-02,"Halifax, Nova Scotia",House only,97.4,NA
2013-02,"Halifax, Nova Scotia",Land only,98.1,NA
2013-02,New Brunswick,Total (house and land),98.2,NA
2013-02,New Brunswick,House only,97.9,NA
2013-02,New Brunswick,Land only,100,NA
2013-02,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),98.2,NA
2013-02,"Saint John, Fredericton, and Moncton, New Brunswick",House only,97.9,NA
2013-02,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,100,NA
2013-02,Quebec,Total (house and land),98.3,NA
2013-02,Quebec,House only,98.3,NA
2013-02,Quebec,Land only,98.4,NA
2013-02,"Québec, Quebec",Total (house and land),100.4,NA
2013-02,"Québec, Quebec",House only,101.4,NA
2013-02,"Québec, Quebec",Land only,98.8,NA
2013-02,"Montréal, Quebec",Total (house and land),97.7,NA
2013-02,"Montréal, Quebec",House only,97.5,NA
2013-02,"Montréal, Quebec",Land only,98.2,NA
2013-02,Ontario,Total (house and land),88.5,NA
2013-02,Ontario,House only,86.1,NA
2013-02,Ontario,Land only,93.4,NA
2013-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),101.3,NA
2013-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,103.4,NA
2013-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,96.7,NA
2013-02,"Toronto, Ontario",Total (house and land),85.8,NA
2013-02,"Toronto, Ontario",House only,82,NA
2013-02,"Toronto, Ontario",Land only,92.4,NA
2013-02,"Hamilton, Ontario",Total (house and land),89.4,NA
2013-02,"Hamilton, Ontario",House only,86.5,NA
2013-02,"Hamilton, Ontario",Land only,95.7,NA
2013-02,"St. Catharines-Niagara, Ontario",Total (house and land),89.6,NA
2013-02,"St. Catharines-Niagara, Ontario",House only,86.5,NA
2013-02,"St. Catharines-Niagara, Ontario",Land only,98.4,NA
2013-02,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),93,NA
2013-02,"Kitchener-Cambridge-Waterloo, Ontario",House only,91.1,NA
2013-02,"Kitchener-Cambridge-Waterloo, Ontario",Land only,99.3,NA
2013-02,"London, Ontario",Total (house and land),92.8,NA
2013-02,"London, Ontario",House only,91.4,NA
2013-02,"London, Ontario",Land only,98.3,NA
2013-02,"Windsor, Ontario",Total (house and land),92.9,NA
2013-02,"Windsor, Ontario",House only,92.6,NA
2013-02,"Windsor, Ontario",Land only,94.2,NA
2013-02,"Greater Sudbury, Ontario",Total (house and land),98,NA
2013-02,"Greater Sudbury, Ontario",House only,97.5,NA
2013-02,"Greater Sudbury, Ontario",Land only,99.6,NA
2013-02,Prairie Region,Total (house and land),95.8,NA
2013-02,Prairie Region,House only,96.4,NA
2013-02,Prairie Region,Land only,94.8,NA
2013-02,Manitoba,Total (house and land),93.3,NA
2013-02,Manitoba,House only,91.9,NA
2013-02,Manitoba,Land only,96.3,NA
2013-02,"Winnipeg, Manitoba",Total (house and land),93.3,NA
2013-02,"Winnipeg, Manitoba",House only,91.9,NA
2013-02,"Winnipeg, Manitoba",Land only,96.3,NA
2013-02,Saskatchewan,Total (house and land),99.5,NA
2013-02,Saskatchewan,House only,101.2,NA
2013-02,Saskatchewan,Land only,95.1,NA
2013-02,"Regina, Saskatchewan",Total (house and land),99.9,NA
2013-02,"Regina, Saskatchewan",House only,101.1,NA
2013-02,"Regina, Saskatchewan",Land only,96.7,NA
2013-02,"Saskatoon, Saskatchewan",Total (house and land),99.4,NA
2013-02,"Saskatoon, Saskatchewan",House only,101.2,NA
2013-02,"Saskatoon, Saskatchewan",Land only,94.4,NA
2013-02,Alberta,Total (house and land),95.6,NA
2013-02,Alberta,House only,96.1,NA
2013-02,Alberta,Land only,94.6,NA
2013-02,"Calgary, Alberta",Total (house and land),91.2,NA
2013-02,"Calgary, Alberta",House only,91.5,NA
2013-02,"Calgary, Alberta",Land only,91.1,NA
2013-02,"Edmonton, Alberta",Total (house and land),99.9,NA
2013-02,"Edmonton, Alberta",House only,100.7,NA
2013-02,"Edmonton, Alberta",Land only,98.2,NA
2013-02,British Columbia,Total (house and land),95.4,NA
2013-02,British Columbia,House only,93.4,NA
2013-02,British Columbia,Land only,99.3,NA
2013-02,"Vancouver, British Columbia",Total (house and land),95.2,NA
2013-02,"Vancouver, British Columbia",House only,93.1,NA
2013-02,"Vancouver, British Columbia",Land only,99.2,NA
2013-02,"Victoria, British Columbia",Total (house and land),97.4,NA
2013-02,"Victoria, British Columbia",House only,96.7,NA
2013-02,"Victoria, British Columbia",Land only,99.6,NA
2013-03,Canada,Total (house and land),93,NA
2013-03,Canada,House only,92,NA
2013-03,Canada,Land only,95.2,NA
2013-03,Atlantic Region,Total (house and land),97.9,NA
2013-03,Atlantic Region,House only,98.2,NA
2013-03,Atlantic Region,Land only,96.8,NA
2013-03,Newfoundland and Labrador,Total (house and land),97.7,NA
2013-03,Newfoundland and Labrador,House only,98.2,NA
2013-03,Newfoundland and Labrador,Land only,95.7,NA
2013-03,"St. John's, Newfoundland and Labrador",Total (house and land),97.7,NA
2013-03,"St. John's, Newfoundland and Labrador",House only,98.2,NA
2013-03,"St. John's, Newfoundland and Labrador",Land only,95.7,NA
2013-03,Prince Edward Island,Total (house and land),100.1,NA
2013-03,Prince Edward Island,House only,101.1,NA
2013-03,Prince Edward Island,Land only,96,NA
2013-03,"Charlottetown, Prince Edward Island",Total (house and land),100.1,NA
2013-03,"Charlottetown, Prince Edward Island",House only,101.1,NA
2013-03,"Charlottetown, Prince Edward Island",Land only,96,NA
2013-03,Nova Scotia,Total (house and land),97.6,NA
2013-03,Nova Scotia,House only,97.4,NA
2013-03,Nova Scotia,Land only,98.1,NA
2013-03,"Halifax, Nova Scotia",Total (house and land),97.6,NA
2013-03,"Halifax, Nova Scotia",House only,97.4,NA
2013-03,"Halifax, Nova Scotia",Land only,98.1,NA
2013-03,New Brunswick,Total (house and land),98.4,NA
2013-03,New Brunswick,House only,98.1,NA
2013-03,New Brunswick,Land only,100,NA
2013-03,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),98.4,NA
2013-03,"Saint John, Fredericton, and Moncton, New Brunswick",House only,98.1,NA
2013-03,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,100,NA
2013-03,Quebec,Total (house and land),98.3,NA
2013-03,Quebec,House only,98.3,NA
2013-03,Quebec,Land only,98.4,NA
2013-03,"Québec, Quebec",Total (house and land),100.4,NA
2013-03,"Québec, Quebec",House only,101.4,NA
2013-03,"Québec, Quebec",Land only,98.8,NA
2013-03,"Montréal, Quebec",Total (house and land),97.7,NA
2013-03,"Montréal, Quebec",House only,97.5,NA
2013-03,"Montréal, Quebec",Land only,98.2,NA
2013-03,Ontario,Total (house and land),88.6,NA
2013-03,Ontario,House only,86.2,NA
2013-03,Ontario,Land only,93.5,NA
2013-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),101.4,NA
2013-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,103.6,NA
2013-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,96.7,NA
2013-03,"Toronto, Ontario",Total (house and land),85.8,NA
2013-03,"Toronto, Ontario",House only,82.1,NA
2013-03,"Toronto, Ontario",Land only,92.5,NA
2013-03,"Hamilton, Ontario",Total (house and land),89.5,NA
2013-03,"Hamilton, Ontario",House only,86.8,NA
2013-03,"Hamilton, Ontario",Land only,95.7,NA
2013-03,"St. Catharines-Niagara, Ontario",Total (house and land),89.7,NA
2013-03,"St. Catharines-Niagara, Ontario",House only,86.5,NA
2013-03,"St. Catharines-Niagara, Ontario",Land only,98.4,NA
2013-03,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),93,NA
2013-03,"Kitchener-Cambridge-Waterloo, Ontario",House only,91.1,NA
2013-03,"Kitchener-Cambridge-Waterloo, Ontario",Land only,99.3,NA
2013-03,"London, Ontario",Total (house and land),92.8,NA
2013-03,"London, Ontario",House only,91.4,NA
2013-03,"London, Ontario",Land only,98.3,NA
2013-03,"Windsor, Ontario",Total (house and land),93.4,NA
2013-03,"Windsor, Ontario",House only,93.2,NA
2013-03,"Windsor, Ontario",Land only,94.2,NA
2013-03,"Greater Sudbury, Ontario",Total (house and land),98,NA
2013-03,"Greater Sudbury, Ontario",House only,97.5,NA
2013-03,"Greater Sudbury, Ontario",Land only,99.6,NA
2013-03,Prairie Region,Total (house and land),96.1,NA
2013-03,Prairie Region,House only,96.7,NA
2013-03,Prairie Region,Land only,94.9,NA
2013-03,Manitoba,Total (house and land),93.6,NA
2013-03,Manitoba,House only,92.2,NA
2013-03,Manitoba,Land only,96.3,NA
2013-03,"Winnipeg, Manitoba",Total (house and land),93.6,NA
2013-03,"Winnipeg, Manitoba",House only,92.2,NA
2013-03,"Winnipeg, Manitoba",Land only,96.3,NA
2013-03,Saskatchewan,Total (house and land),100.1,NA
2013-03,Saskatchewan,House only,101.5,NA
2013-03,Saskatchewan,Land only,96.5,NA
2013-03,"Regina, Saskatchewan",Total (house and land),100.6,NA
2013-03,"Regina, Saskatchewan",House only,102,NA
2013-03,"Regina, Saskatchewan",Land only,96.7,NA
2013-03,"Saskatoon, Saskatchewan",Total (house and land),99.9,NA
2013-03,"Saskatoon, Saskatchewan",House only,101.3,NA
2013-03,"Saskatoon, Saskatchewan",Land only,96.5,NA
2013-03,Alberta,Total (house and land),95.7,NA
2013-03,Alberta,House only,96.4,NA
2013-03,Alberta,Land only,94.6,NA
2013-03,"Calgary, Alberta",Total (house and land),91.6,NA
2013-03,"Calgary, Alberta",House only,92,NA
2013-03,"Calgary, Alberta",Land only,91.1,NA
2013-03,"Edmonton, Alberta",Total (house and land),99.9,NA
2013-03,"Edmonton, Alberta",House only,100.7,NA
2013-03,"Edmonton, Alberta",Land only,98.4,NA
2013-03,British Columbia,Total (house and land),95.2,NA
2013-03,British Columbia,House only,93.2,NA
2013-03,British Columbia,Land only,99.3,NA
2013-03,"Vancouver, British Columbia",Total (house and land),95.1,NA
2013-03,"Vancouver, British Columbia",House only,92.9,NA
2013-03,"Vancouver, British Columbia",Land only,99.2,NA
2013-03,"Victoria, British Columbia",Total (house and land),97.4,NA
2013-03,"Victoria, British Columbia",House only,96.6,NA
2013-03,"Victoria, British Columbia",Land only,99.6,NA
2013-04,Canada,Total (house and land),93.2,NA
2013-04,Canada,House only,92.2,NA
2013-04,Canada,Land only,95.3,NA
2013-04,Atlantic Region,Total (house and land),98.4,NA
2013-04,Atlantic Region,House only,98.7,NA
2013-04,Atlantic Region,Land only,97.1,NA
2013-04,Newfoundland and Labrador,Total (house and land),98.6,NA
2013-04,Newfoundland and Labrador,House only,99.5,NA
2013-04,Newfoundland and Labrador,Land only,96.1,NA
2013-04,"St. John's, Newfoundland and Labrador",Total (house and land),98.6,NA
2013-04,"St. John's, Newfoundland and Labrador",House only,99.5,NA
2013-04,"St. John's, Newfoundland and Labrador",Land only,96.1,NA
2013-04,Prince Edward Island,Total (house and land),100.5,NA
2013-04,Prince Edward Island,House only,101.4,NA
2013-04,Prince Edward Island,Land only,96.3,NA
2013-04,"Charlottetown, Prince Edward Island",Total (house and land),100.5,NA
2013-04,"Charlottetown, Prince Edward Island",House only,101.4,NA
2013-04,"Charlottetown, Prince Edward Island",Land only,96.3,NA
2013-04,Nova Scotia,Total (house and land),97.6,NA
2013-04,Nova Scotia,House only,97.4,NA
2013-04,Nova Scotia,Land only,98.1,NA
2013-04,"Halifax, Nova Scotia",Total (house and land),97.6,NA
2013-04,"Halifax, Nova Scotia",House only,97.4,NA
2013-04,"Halifax, Nova Scotia",Land only,98.1,NA
2013-04,New Brunswick,Total (house and land),98.3,NA
2013-04,New Brunswick,House only,98,NA
2013-04,New Brunswick,Land only,100,NA
2013-04,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),98.3,NA
2013-04,"Saint John, Fredericton, and Moncton, New Brunswick",House only,98,NA
2013-04,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,100,NA
2013-04,Quebec,Total (house and land),98.2,NA
2013-04,Quebec,House only,98.2,NA
2013-04,Quebec,Land only,98.4,NA
2013-04,"Québec, Quebec",Total (house and land),100.4,NA
2013-04,"Québec, Quebec",House only,101.5,NA
2013-04,"Québec, Quebec",Land only,98.8,NA
2013-04,"Montréal, Quebec",Total (house and land),97.6,NA
2013-04,"Montréal, Quebec",House only,97.4,NA
2013-04,"Montréal, Quebec",Land only,98.2,NA
2013-04,Ontario,Total (house and land),88.7,NA
2013-04,Ontario,House only,86.3,NA
2013-04,Ontario,Land only,93.5,NA
2013-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),101.5,NA
2013-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,103.6,NA
2013-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,96.8,NA
2013-04,"Toronto, Ontario",Total (house and land),85.9,NA
2013-04,"Toronto, Ontario",House only,82.2,NA
2013-04,"Toronto, Ontario",Land only,92.5,NA
2013-04,"Hamilton, Ontario",Total (house and land),90.3,NA
2013-04,"Hamilton, Ontario",House only,87.9,NA
2013-04,"Hamilton, Ontario",Land only,95.7,NA
