REF_DATE,GEO,North American Industry Classification System (NAICS),VALUE,STATUS,Classification Code for North American Industry Classification System (NAICS)
2009-01,Canada,"Office supplies, stationery and gift stores [4532]",87.8,NA,[4532]
2009-01,Canada,Office supplies and stationery stores [45321],85.4,NA,[45321]
2009-01,Canada,Other miscellaneous store retailers [4539],90.7,NA,[4539]
2009-01,Canada,Pet and pet supplies stores [45391],79.7,NA,[45391]
2009-01,Canada,All other miscellaneous store retailers [45399],93.4,NA,[45399]
2009-04,Canada,Retail trade [44-45],93.2,NA,[44-45]
2009-04,Canada,"Automotive parts, accessories and tire stores [4413]",96.8,NA,[4413]
2009-04,Canada,Automotive parts and accessories stores [44131],98.1,NA,[44131]
2009-04,Canada,Tire dealers [44132],95.9,NA,[44132]
2009-04,Canada,Furniture and home furnishings stores [442],100.5,NA,[442]
2009-04,Canada,Furniture stores [4421],101,NA,[4421]
2009-04,Canada,Furniture stores [44211],101,NA,[44211]
2009-04,Canada,Home furnishings stores [4422],99.7,NA,[4422]
2009-04,Canada,Floor covering stores [44221],96.2,NA,[44221]
2009-04,Canada,Other home furnishings stores [44229],102.6,NA,[44229]
2009-04,Canada,Electronics and appliance stores [443],122.6,NA,[443]
2009-04,Canada,Electronics and appliance stores [4431],122.6,NA,[4431]
2009-04,Canada,Electronics and appliance stores [44314],122.6,NA,[44314]
2009-04,Canada,Building material and garden equipment and supplies dealers [444],91.7,NA,[444]
2009-04,Canada,Building material and supplies dealers [4441],91.1,NA,[4441]
2009-04,Canada,Home centres [44411],88.8,NA,[44411]
2009-04,Canada,Paint and wallpaper stores [44412],97.7,NA,[44412]
2009-04,Canada,Other building material dealers [44419],100,NA,[44419]
2009-04,Canada,Lawn and garden equipment and supplies stores [4442],104.1,NA,[4442]
2009-04,Canada,Nursery stores and garden centres [44422],100.3,NA,[44422]
2009-04,Canada,Food and beverage stores [445],90.5,NA,[445]
2009-04,Canada,Grocery stores [4451],89.8,NA,[4451]
2009-04,Canada,Supermarkets and other grocery (except convenience) stores [44511],89.5,NA,[44511]
2009-04,Canada,Convenience stores [44512],92.1,NA,[44512]
2009-04,Canada,Specialty food stores [4452],85.5,NA,[4452]
2009-04,Canada,Other specialty food stores [44529],93.7,NA,[44529]
2009-04,Canada,"Beer, wine and liquor stores [4453]",96.5,NA,[4453]
2009-04,Canada,"Beer, wine and liquor stores [44531]",96.5,NA,[44531]
2009-04,Canada,Health and personal care stores [446],93.5,NA,[446]
2009-04,Canada,Health and personal care stores [4461],93.5,NA,[4461]
2009-04,Canada,Pharmacies and drug stores [44611],93.6,NA,[44611]
2009-04,Canada,"Cosmetics, beauty supplies and perfume stores [44612]",95.3,NA,[44612]
2009-04,Canada,Optical goods stores [44613],85.8,NA,[44613]
2009-04,Canada,Other health and personal care stores [44619],98.4,NA,[44619]
2009-04,Canada,Gasoline stations [447],95.6,NA,[447]
2009-04,Canada,Gasoline stations [4471],95.6,NA,[4471]
2009-04,Canada,Gasoline stations with convenience stores [44711],92.2,NA,[44711]
2009-04,Canada,Other gasoline stations [44719],97.1,NA,[44719]
2009-04,Canada,Clothing and clothing accessories stores [448],99,NA,[448]
2009-04,Canada,Clothing stores [4481],97.4,NA,[4481]
2009-04,Canada,Men's clothing stores [44811],102.3,NA,[44811]
2009-04,Canada,Women's clothing stores [44812],96.8,NA,[44812]
2009-04,Canada,Family clothing stores [44814],99.4,NA,[44814]
2009-04,Canada,Other clothing stores [44819],94.4,NA,[44819]
2009-04,Canada,Shoe stores [4482],111.5,NA,[4482]
2009-04,Canada,Shoe stores [44821],111.5,NA,[44821]
2009-04,Canada,"Jewellery, luggage and leather goods stores [4483]",98.9,NA,[4483]
2009-04,Canada,Jewellery stores [44831],98.2,NA,[44831]
2009-04,Canada,Luggage and leather goods stores [44832],105.6,NA,[44832]
2009-04,Canada,"Sporting goods, hobby, book and music stores [451]",103.6,NA,[451]
2009-04,Canada,"Sporting goods, hobby and musical instrument stores [4511]",105,NA,[4511]
2009-04,Canada,Sporting goods stores [45111],104.9,NA,[45111]
2009-04,Canada,"Hobby, toy and game stores [45112]",108.4,NA,[45112]
2009-04,Canada,"Sewing, needlework and piece goods stores [45113]",92.8,NA,[45113]
2009-04,Canada,Musical instrument and supplies stores [45114],102.4,NA,[45114]
2009-04,Canada,Book stores and news dealers [4513],97.6,NA,[4513]
