REF_DATE,GEO,Commodity,"Machinery and equipment, domestic and imported",VALUE,STATUS
1999-10,Canada,Electric motors and generators,Imported,108.2,NA
1999-10,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,100.9,NA
1999-10,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,86.9,NA
1999-10,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,103.3,NA
1999-10,Canada,Wiring devices,Total domestic and imported,87.6,NA
1999-10,Canada,Wiring devices,Domestic,90,NA
1999-10,Canada,Wiring devices,Imported,88,NA
1999-10,Canada,Passenger cars,Total domestic and imported,144.8,NA
1999-10,Canada,Passenger cars,Domestic,107.1,NA
1999-10,Canada,Passenger cars,Imported,152.1,NA
1999-10,Canada,Buses,Total domestic and imported,88.1,NA
1999-10,Canada,Buses,Domestic,93.1,NA
1999-10,Canada,Buses,Imported,86.6,NA
1999-10,Canada,Aircraft parts and equipment,Total domestic and imported,103.6,NA
1999-10,Canada,Aircraft parts and equipment,Domestic,85,NA
1999-10,Canada,Aircraft parts and equipment,Imported,120.5,NA
1999-10,Canada,Railroad rolling stocks,Imported,106.4,NA
1999-10,Canada,Ships,Imported,102.1,NA
1999-10,Canada,Sporting and athletic goods,Total domestic and imported,119.4,NA
1999-10,Canada,Sporting and athletic goods,Domestic,95.1,NA
1999-10,Canada,Sporting and athletic goods,Imported,136.7,NA
1999-10,Canada,Signs,Imported,121.9,NA
2000-01,Canada,Carpets and rugs,Total domestic and imported,102.7,NA
2000-01,Canada,Carpets and rugs,Domestic,95.2,NA
2000-01,Canada,Carpets and rugs,Imported,108.9,NA
2000-01,Canada,Wood containers and pallets,Imported,138.1,NA
2000-01,Canada,Prefabricated wood buildings and components,Total domestic and imported,64.4,NA
2000-01,Canada,Prefabricated wood buildings and components,Domestic,63.7,NA
2000-01,Canada,Prefabricated wood buildings and components,Imported,101.8,NA
2000-01,Canada,Springs and wire products,Total domestic and imported,90.1,NA
2000-01,Canada,Springs and wire products,Domestic,83.5,NA
2000-01,Canada,Springs and wire products,Imported,98.6,NA
2000-01,Canada,Computers and computer peripheral equipment,Imported,228,NA
2000-01,Canada,Telephone apparatus,Imported,158.3,NA
2000-01,Canada,Transformers,Total domestic and imported,85.9,NA
2000-01,Canada,Transformers,Domestic,82.4,NA
2000-01,Canada,Transformers,Imported,86.7,NA
2000-01,Canada,Electric motors and generators,Total domestic and imported,106.3,NA
2000-01,Canada,Electric motors and generators,Domestic,62.3,NA
2000-01,Canada,Electric motors and generators,Imported,107.2,NA
2000-01,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,100.2,NA
2000-01,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,87.2,NA
2000-01,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,102.4,NA
2000-01,Canada,Wiring devices,Total domestic and imported,86.8,NA
2000-01,Canada,Wiring devices,Domestic,89.7,NA
2000-01,Canada,Wiring devices,Imported,87.1,NA
2000-01,Canada,Passenger cars,Total domestic and imported,141.1,NA
2000-01,Canada,Passenger cars,Domestic,106.1,NA
2000-01,Canada,Passenger cars,Imported,147.9,NA
2000-01,Canada,Buses,Total domestic and imported,87.1,NA
2000-01,Canada,Buses,Domestic,92.9,NA
2000-01,Canada,Buses,Imported,85.5,NA
2000-01,Canada,Aircraft parts and equipment,Total domestic and imported,102.8,NA
2000-01,Canada,Aircraft parts and equipment,Domestic,84.9,NA
2000-01,Canada,Aircraft parts and equipment,Imported,118.9,NA
2000-01,Canada,Railroad rolling stocks,Imported,105,NA
2000-01,Canada,Ships,Imported,101.5,NA
2000-01,Canada,Sporting and athletic goods,Total domestic and imported,118.5,NA
2000-01,Canada,Sporting and athletic goods,Domestic,95.1,NA
2000-01,Canada,Sporting and athletic goods,Imported,135.2,NA
2000-01,Canada,Signs,Imported,121.4,NA
2000-04,Canada,Carpets and rugs,Total domestic and imported,104.8,NA
2000-04,Canada,Carpets and rugs,Domestic,96.5,NA
2000-04,Canada,Carpets and rugs,Imported,111.9,NA
2000-04,Canada,Wood containers and pallets,Imported,140.6,NA
2000-04,Canada,Prefabricated wood buildings and components,Total domestic and imported,63.4,NA
2000-04,Canada,Prefabricated wood buildings and components,Domestic,62.7,NA
2000-04,Canada,Prefabricated wood buildings and components,Imported,104.1,NA
2000-04,Canada,Springs and wire products,Total domestic and imported,92.4,NA
2000-04,Canada,Springs and wire products,Domestic,86,NA
2000-04,Canada,Springs and wire products,Imported,100.5,NA
2000-04,Canada,Computers and computer peripheral equipment,Imported,229.5,NA
2000-04,Canada,Telephone apparatus,Imported,161,NA
2000-04,Canada,Transformers,Total domestic and imported,87.5,NA
2000-04,Canada,Transformers,Domestic,81.4,NA
2000-04,Canada,Transformers,Imported,89.1,NA
2000-04,Canada,Electric motors and generators,Total domestic and imported,107.9,NA
2000-04,Canada,Electric motors and generators,Domestic,62.7,NA
2000-04,Canada,Electric motors and generators,Imported,108.9,NA
2000-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,102.2,NA
2000-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,87.2,NA
2000-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,104.8,NA
2000-04,Canada,Wiring devices,Total domestic and imported,87.9,NA
2000-04,Canada,Wiring devices,Domestic,89.2,NA
2000-04,Canada,Wiring devices,Imported,88.8,NA
2000-04,Canada,Passenger cars,Total domestic and imported,141.8,NA
2000-04,Canada,Passenger cars,Domestic,105.9,NA
2000-04,Canada,Passenger cars,Imported,148.7,NA
2000-04,Canada,Buses,Total domestic and imported,95.3,NA
2000-04,Canada,Buses,Domestic,92.3,NA
2000-04,Canada,Buses,Imported,95.3,NA
2000-04,Canada,Aircraft parts and equipment,Total domestic and imported,104.2,NA
2000-04,Canada,Aircraft parts and equipment,Domestic,85.2,NA
2000-04,Canada,Aircraft parts and equipment,Imported,121.3,NA
2000-04,Canada,Railroad rolling stocks,Imported,106.9,NA
2000-04,Canada,Ships,Imported,103.2,NA
2000-04,Canada,Sporting and athletic goods,Total domestic and imported,119.7,NA
2000-04,Canada,Sporting and athletic goods,Domestic,95.2,NA
2000-04,Canada,Sporting and athletic goods,Imported,137.2,NA
2000-04,Canada,Signs,Imported,123.5,NA
2000-07,Canada,Carpets and rugs,Total domestic and imported,105,NA
2000-07,Canada,Carpets and rugs,Domestic,96.6,NA
2000-07,Canada,Carpets and rugs,Imported,112.3,NA
2000-07,Canada,Wood containers and pallets,Imported,140.5,NA
2000-07,Canada,Prefabricated wood buildings and components,Total domestic and imported,62.4,NA
2000-07,Canada,Prefabricated wood buildings and components,Domestic,61.7,NA
2000-07,Canada,Prefabricated wood buildings and components,Imported,104.6,NA
2000-07,Canada,Springs and wire products,Total domestic and imported,93.2,NA
2000-07,Canada,Springs and wire products,Domestic,87.3,NA
2000-07,Canada,Springs and wire products,Imported,100.5,NA
2000-07,Canada,Computers and computer peripheral equipment,Imported,228.6,NA
2000-07,Canada,Telephone apparatus,Imported,161.1,NA
2000-07,Canada,Transformers,Total domestic and imported,87.4,NA
2000-07,Canada,Transformers,Domestic,81.4,NA
2000-07,Canada,Transformers,Imported,88.9,NA
2000-07,Canada,Electric motors and generators,Total domestic and imported,108.3,NA
2000-07,Canada,Electric motors and generators,Domestic,63.7,NA
2000-07,Canada,Electric motors and generators,Imported,109.3,NA
2000-07,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,102.1,NA
2000-07,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,87.8,NA
2000-07,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,104.6,NA
2000-07,Canada,Wiring devices,Total domestic and imported,87.8,NA
2000-07,Canada,Wiring devices,Domestic,89.8,NA
2000-07,Canada,Wiring devices,Imported,88.4,NA
2000-07,Canada,Passenger cars,Total domestic and imported,138.8,NA
2000-07,Canada,Passenger cars,Domestic,104.4,NA
2000-07,Canada,Passenger cars,Imported,145.5,NA
2000-07,Canada,Buses,Total domestic and imported,96.3,NA
2000-07,Canada,Buses,Domestic,92.6,NA
2000-07,Canada,Buses,Imported,96.3,NA
2000-07,Canada,Aircraft parts and equipment,Total domestic and imported,105,NA
2000-07,Canada,Aircraft parts and equipment,Domestic,85.8,NA
2000-07,Canada,Aircraft parts and equipment,Imported,122.3,NA
2000-07,Canada,Railroad rolling stocks,Imported,107,NA
2000-07,Canada,Ships,Imported,103.7,NA
2000-07,Canada,Sporting and athletic goods,Total domestic and imported,119.5,NA
2000-07,Canada,Sporting and athletic goods,Domestic,95.4,NA
2000-07,Canada,Sporting and athletic goods,Imported,136.6,NA
2000-07,Canada,Signs,Imported,123.8,NA
2000-10,Canada,Carpets and rugs,Total domestic and imported,107.8,NA
2000-10,Canada,Carpets and rugs,Domestic,97,NA
2000-10,Canada,Carpets and rugs,Imported,117.6,NA
2000-10,Canada,Wood containers and pallets,Imported,144.6,NA
2000-10,Canada,Prefabricated wood buildings and components,Total domestic and imported,62.4,NA
2000-10,Canada,Prefabricated wood buildings and components,Domestic,61.7,NA
2000-10,Canada,Prefabricated wood buildings and components,Imported,108.2,NA
2000-10,Canada,Springs and wire products,Total domestic and imported,94.4,NA
2000-10,Canada,Springs and wire products,Domestic,87.3,NA
2000-10,Canada,Springs and wire products,Imported,103.6,NA
2000-10,Canada,Computers and computer peripheral equipment,Imported,234.7,NA
2000-10,Canada,Telephone apparatus,Imported,166,NA
2000-10,Canada,Transformers,Total domestic and imported,88.6,NA
2000-10,Canada,Transformers,Domestic,79.7,NA
2000-10,Canada,Transformers,Imported,91,NA
2000-10,Canada,Electric motors and generators,Total domestic and imported,111.6,NA
2000-10,Canada,Electric motors and generators,Domestic,64.4,NA
2000-10,Canada,Electric motors and generators,Imported,112.6,NA
2000-10,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,104.9,NA
2000-10,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,87.8,NA
2000-10,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,107.8,NA
2000-10,Canada,Wiring devices,Total domestic and imported,90.1,NA
2000-10,Canada,Wiring devices,Domestic,90.3,NA
2000-10,Canada,Wiring devices,Imported,91.6,NA
2000-10,Canada,Passenger cars,Total domestic and imported,148.4,NA
2000-10,Canada,Passenger cars,Domestic,107.2,NA
2000-10,Canada,Passenger cars,Imported,156.4,NA
2000-10,Canada,Buses,Total domestic and imported,99.3,NA
2000-10,Canada,Buses,Domestic,96.3,NA
2000-10,Canada,Buses,Imported,99.3,NA
2000-10,Canada,Aircraft parts and equipment,Total domestic and imported,106.9,NA
2000-10,Canada,Aircraft parts and equipment,Domestic,85.9,NA
2000-10,Canada,Aircraft parts and equipment,Imported,126,NA
2000-10,Canada,Railroad rolling stocks,Imported,110.4,NA
2000-10,Canada,Ships,Imported,107.9,NA
2000-10,Canada,Sporting and athletic goods,Total domestic and imported,121.8,NA
2000-10,Canada,Sporting and athletic goods,Domestic,95.6,NA
2000-10,Canada,Sporting and athletic goods,Imported,140.5,NA
2000-10,Canada,Signs,Imported,128.3,NA
2001-01,Canada,Carpets and rugs,Total domestic and imported,108.7,NA
2001-01,Canada,Carpets and rugs,Domestic,98.7,NA
2001-01,Canada,Carpets and rugs,Imported,117.6,NA
2001-01,Canada,Wood containers and pallets,Imported,145.8,NA
2001-01,Canada,Prefabricated wood buildings and components,Total domestic and imported,62.9,NA
2001-01,Canada,Prefabricated wood buildings and components,Domestic,62.2,NA
2001-01,Canada,Prefabricated wood buildings and components,Imported,108.2,NA
2001-01,Canada,Springs and wire products,Total domestic and imported,94.6,NA
2001-01,Canada,Springs and wire products,Domestic,87.3,NA
2001-01,Canada,Springs and wire products,Imported,104,NA
2001-01,Canada,Computers and computer peripheral equipment,Imported,231.3,NA
2001-01,Canada,Telephone apparatus,Imported,166.1,NA
2001-01,Canada,Transformers,Total domestic and imported,88.5,NA
2001-01,Canada,Transformers,Domestic,79.2,NA
2001-01,Canada,Transformers,Imported,91,NA
2001-01,Canada,Electric motors and generators,Total domestic and imported,112.3,NA
2001-01,Canada,Electric motors and generators,Domestic,65.1,NA
2001-01,Canada,Electric motors and generators,Imported,113.3,NA
2001-01,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,106.6,NA
2001-01,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,91.9,NA
2001-01,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,109.1,NA
2001-01,Canada,Wiring devices,Total domestic and imported,91.2,NA
2001-01,Canada,Wiring devices,Domestic,91.5,NA
2001-01,Canada,Wiring devices,Imported,92.6,NA
2001-01,Canada,Passenger cars,Total domestic and imported,146.9,NA
2001-01,Canada,Passenger cars,Domestic,107,NA
2001-01,Canada,Passenger cars,Imported,154.6,NA
2001-01,Canada,Buses,Total domestic and imported,99.9,NA
2001-01,Canada,Buses,Domestic,99.2,NA
2001-01,Canada,Buses,Imported,99.5,NA
2001-01,Canada,Aircraft parts and equipment,Total domestic and imported,108.3,NA
2001-01,Canada,Aircraft parts and equipment,Domestic,87,NA
2001-01,Canada,Aircraft parts and equipment,Imported,127.8,NA
2001-01,Canada,Railroad rolling stocks,Imported,110.4,NA
2001-01,Canada,Ships,Imported,108.2,NA
2001-01,Canada,Sporting and athletic goods,Total domestic and imported,121.6,NA
2001-01,Canada,Sporting and athletic goods,Domestic,94.3,NA
2001-01,Canada,Sporting and athletic goods,Imported,141.1,NA
2001-01,Canada,Signs,Imported,130.7,NA
2001-04,Canada,Carpets and rugs,Total domestic and imported,109.1,NA
2001-04,Canada,Carpets and rugs,Domestic,99,NA
2001-04,Canada,Carpets and rugs,Imported,118.1,NA
2001-04,Canada,Wood containers and pallets,Imported,147.2,NA
2001-04,Canada,Prefabricated wood buildings and components,Total domestic and imported,64,NA
2001-04,Canada,Prefabricated wood buildings and components,Domestic,63.2,NA
2001-04,Canada,Prefabricated wood buildings and components,Imported,109.9,NA
2001-04,Canada,Springs and wire products,Total domestic and imported,95,NA
2001-04,Canada,Springs and wire products,Domestic,87.3,NA
2001-04,Canada,Springs and wire products,Imported,105,NA
2001-04,Canada,Computers and computer peripheral equipment,Imported,230.5,NA
2001-04,Canada,Telephone apparatus,Imported,167.5,NA
2001-04,Canada,Transformers,Total domestic and imported,88.8,NA
2001-04,Canada,Transformers,Domestic,79.2,NA
2001-04,Canada,Transformers,Imported,91.5,NA
2001-04,Canada,Electric motors and generators,Total domestic and imported,113.7,NA
2001-04,Canada,Electric motors and generators,Domestic,65.4,NA
2001-04,Canada,Electric motors and generators,Imported,114.8,NA
2001-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,109.5,NA
2001-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,92.8,NA
2001-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,112.4,NA
2001-04,Canada,Wiring devices,Total domestic and imported,92.3,NA
2001-04,Canada,Wiring devices,Domestic,91.9,NA
2001-04,Canada,Wiring devices,Imported,94,NA
2001-04,Canada,Passenger cars,Total domestic and imported,146.8,NA
2001-04,Canada,Passenger cars,Domestic,106.6,NA
2001-04,Canada,Passenger cars,Imported,154.6,NA
2001-04,Canada,Buses,Total domestic and imported,101,NA
2001-04,Canada,Buses,Domestic,101.3,NA
2001-04,Canada,Buses,Imported,100.3,NA
2001-04,Canada,Aircraft parts and equipment,Total domestic and imported,109,NA
2001-04,Canada,Aircraft parts and equipment,Domestic,87.1,NA
2001-04,Canada,Aircraft parts and equipment,Imported,129,NA
2001-04,Canada,Railroad rolling stocks,Imported,111.3,NA
2001-04,Canada,Ships,Imported,109.4,NA
2001-04,Canada,Sporting and athletic goods,Total domestic and imported,122.7,NA
2001-04,Canada,Sporting and athletic goods,Domestic,94.7,NA
2001-04,Canada,Sporting and athletic goods,Imported,142.7,NA
2001-04,Canada,Signs,Imported,133.4,NA
2001-07,Canada,Carpets and rugs,Total domestic and imported,109,NA
2001-07,Canada,Carpets and rugs,Domestic,99.3,NA
2001-07,Canada,Carpets and rugs,Imported,117.4,NA
2001-07,Canada,Wood containers and pallets,Imported,146.9,NA
2001-07,Canada,Prefabricated wood buildings and components,Total domestic and imported,64,NA
2001-07,Canada,Prefabricated wood buildings and components,Domestic,63.2,NA
2001-07,Canada,Prefabricated wood buildings and components,Imported,110.9,NA
