REF_DATE,GEO,North American Product Classification System (NAPCS),VALUE,STATUS,Classification Code for North American Product Classification System (NAPCS)
2017-11,Canada,Waste and scrap of metal [156],102.4,NA,[156]
2017-11,Canada,Waste and scrap of iron and steel [15611],79.4,NA,[15611]
2017-11,Canada,Waste and scrap of non-ferrous metals [15612],118.9,E,[15612]
2017-12,Canada,"Total, Raw materials price indexes (RMPI)",99.3,NA,NA
2017-12,Canada,Crude energy products [M51],101.6,NA,[M51]
2017-12,Canada,Crude oil and bitumen [141],101.8,NA,[141]
2017-12,Canada,Conventional crude oil [14111],101.4,NA,[14111]
2017-12,Canada,Natural gas [142],107.8,NA,[142]
2017-12,Canada,Coal [144],101.1,E,[144]
2017-12,Canada,Hard coal [14411],101.1,E,[14411]
2017-12,Canada,Brown coal [14412],101.1,E,[14412]
2017-12,Canada,Fuel wood and solid fuel products n.e.c. [14512],99.8,E,[14512]
2017-12,Canada,Steam and heated or cooled air or water [14513],107.8,E,[14513]
2017-12,Canada,"Total, excluding crude energy products",98.7,NA,NA
2017-12,Canada,Crop products [M11],95.7,NA,[M11]
2017-12,Canada,Wheat [112],98.9,NA,[112]
2017-12,Canada,Canola (including rapeseed) [113],105,NA,[113]
2017-12,Canada,"Fresh fruit, nuts and vegetables, and pulse crops [114]",98.1,NA,[114]
2017-12,Canada,Fresh fruit and nuts [11411],98.9,NA,[11411]
2017-12,Canada,Fresh potatoes [11421],93.5,NA,[11421]
2017-12,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],100,E,[11422]
2017-12,Canada,Other crop products [115],93.1,NA,[115]
2017-12,Canada,Grains (except wheat) [11511],87.2,NA,[11511]
2017-12,Canada,Oilseeds (except canola) [11512],96.9,NA,[11512]
2017-12,Canada,Other miscellaneous crop products [11513],97.5,NA,[11513]
2017-12,Canada,"Floriculture and nursery products, and sod [11514]",97.6,E,[11514]
2017-12,Canada,Animals and animal products [M21],99.2,NA,[M21]
2017-12,Canada,Live animals [111],100.4,NA,[111]
2017-12,Canada,Cattle and calves [11111],99.9,NA,[11111]
2017-12,Canada,Hogs [11112],105.5,NA,[11112]
2017-12,Canada,Poultry [11113],93.2,NA,[11113]
2017-12,Canada,Other live animals [11114],95,E,[11114]
2017-12,Canada,Other animal products [116],95.2,NA,[116]
2017-12,Canada,Eggs in shell [11611],93.6,NA,[11611]
2017-12,Canada,Unprocessed milk [11612],95.2,NA,[11612]
2017-12,Canada,"Raw furskins, and animal products n.e.c. [11613]",99.6,NA,[11613]
2017-12,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",102.5,NA,[121]
2017-12,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",102.5,NA,[12111]
2017-12,Canada,Non-metallic minerals [M31],96.2,NA,[M31]
2017-12,Canada,Potash [161],95.8,NA,[161]
2017-12,Canada,Potash [16111],95.8,NA,[16111]
2017-12,Canada,"Stone, sand, gravel, clay, and refractory minerals [162]",96.8,NA,[162]
2017-12,Canada,Stone [16211],90.6,NA,[16211]
2017-12,Canada,"Sand, gravel, clay, and refractory minerals [16212]",98.1,NA,[16212]
2017-12,Canada,Diamonds and other non-metallic minerals (except cut gemstones) [163],94.9,NA,[163]
2017-12,Canada,Non-metallic minerals (except diamonds) [16312],94.9,NA,[16312]
2017-12,Canada,"Logs, pulpwood, natural rubber and other forestry products [M41]",99.8,NA,[M41]
2017-12,Canada,"Logs, pulpwood and other forestry products [131]",99.4,NA,[131]
2017-12,Canada,Logs and bolts [13111],97.8,E,[13111]
2017-12,Canada,Pulpwood [13112],119.9,E,[13112]
2017-12,Canada,"Rough untreated poles, posts and piling [13113]",97.8,E,[13113]
2017-12,Canada,Natural rubber [282M],96.4,NA,[282M]
2017-12,Canada,Natural rubber [28211M],96.4,NA,[28211M]
2017-12,Canada,"Metal ores, concentrates and scrap [M61]",99.9,NA,[M61]
2017-12,Canada,Iron ores and concentrates [151],73.6,NA,[151]
2017-12,Canada,Iron ores and concentrates [15111],73.6,NA,[15111]
2017-12,Canada,Copper ores and concentrates [152],109.5,E,[152]
2017-12,Canada,Copper ores and concentrates [15211],109.5,NA,[15211]
2017-12,Canada,Nickel ores and concentrates [153],99.9,E,[153]
2017-12,Canada,Nickel ores and concentrates [15311],99.9,NA,[15311]
2017-12,Canada,Radioactive ores and concentrates [154],112,E,[154]
2017-12,Canada,Radioactive ores and concentrates [15411],112,NA,[15411]
2017-12,Canada,Other metal ores and concentrates [155],96,E,[155]
2017-12,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",81.3,E,[15511]
2017-12,Canada,Bauxite and aluminum oxide [15521],98.7,E,[15521]
2017-12,Canada,Lead and zinc ores and concentrates [15522],129,NA,[15522]
2017-12,Canada,"Other metal ores and concentrates, n.e.c. [15523]",111.4,NA,[15523]
2017-12,Canada,Waste and scrap of metal [156],106.1,NA,[156]
2017-12,Canada,Waste and scrap of iron and steel [15611],83.8,NA,[15611]
2017-12,Canada,Waste and scrap of non-ferrous metals [15612],122.2,E,[15612]
2018-01,Canada,"Total, Raw materials price indexes (RMPI)",102.7,NA,NA
2018-01,Canada,Crude energy products [M51],107.5,NA,[M51]
2018-01,Canada,Crude oil and bitumen [141],107.8,NA,[141]
2018-01,Canada,Conventional crude oil [14111],107.3,NA,[14111]
2018-01,Canada,Natural gas [142],108.9,NA,[142]
2018-01,Canada,Coal [144],104.9,E,[144]
2018-01,Canada,Hard coal [14411],105,E,[14411]
2018-01,Canada,Brown coal [14412],105,E,[14412]
2018-01,Canada,Fuel wood and solid fuel products n.e.c. [14512],101.5,E,[14512]
2018-01,Canada,Steam and heated or cooled air or water [14513],108.9,E,[14513]
2018-01,Canada,"Total, excluding crude energy products",100.2,NA,NA
2018-01,Canada,Crop products [M11],95.1,NA,[M11]
2018-01,Canada,Wheat [112],97.2,NA,[112]
2018-01,Canada,Canola (including rapeseed) [113],104.6,NA,[113]
2018-01,Canada,"Fresh fruit, nuts and vegetables, and pulse crops [114]",98,NA,[114]
2018-01,Canada,Fresh fruit and nuts [11411],98.5,NA,[11411]
2018-01,Canada,Fresh potatoes [11421],93.8,NA,[11421]
2018-01,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],100,E,[11422]
2018-01,Canada,Other crop products [115],92.5,NA,[115]
2018-01,Canada,Grains (except wheat) [11511],87.5,NA,[11511]
2018-01,Canada,Oilseeds (except canola) [11512],95.6,NA,[11512]
2018-01,Canada,Other miscellaneous crop products [11513],96.6,NA,[11513]
2018-01,Canada,"Floriculture and nursery products, and sod [11514]",94.9,E,[11514]
2018-01,Canada,Animals and animal products [M21],101.9,NA,[M21]
2018-01,Canada,Live animals [111],105,NA,[111]
2018-01,Canada,Cattle and calves [11111],104.6,NA,[11111]
2018-01,Canada,Hogs [11112],113.3,NA,[11112]
2018-01,Canada,Poultry [11113],92.9,NA,[11113]
2018-01,Canada,Other live animals [11114],98.4,E,[11114]
2018-01,Canada,Other animal products [116],95.2,NA,[116]
2018-01,Canada,Eggs in shell [11611],93.6,NA,[11611]
2018-01,Canada,Unprocessed milk [11612],95.2,NA,[11612]
2018-01,Canada,"Raw furskins, and animal products n.e.c. [11613]",103.3,NA,[11613]
2018-01,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",102.5,NA,[121]
2018-01,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",102.5,NA,[12111]
2018-01,Canada,Non-metallic minerals [M31],96.6,NA,[M31]
2018-01,Canada,Potash [161],93.2,NA,[161]
2018-01,Canada,Potash [16111],93.2,NA,[16111]
2018-01,Canada,"Stone, sand, gravel, clay, and refractory minerals [162]",97.7,NA,[162]
2018-01,Canada,Stone [16211],90.9,NA,[16211]
2018-01,Canada,"Sand, gravel, clay, and refractory minerals [16212]",99.1,NA,[16212]
2018-01,Canada,Diamonds and other non-metallic minerals (except cut gemstones) [163],93.8,NA,[163]
2018-01,Canada,Non-metallic minerals (except diamonds) [16312],93.8,NA,[16312]
2018-01,Canada,"Logs, pulpwood, natural rubber and other forestry products [M41]",101.5,NA,[M41]
2018-01,Canada,"Logs, pulpwood and other forestry products [131]",101.2,NA,[131]
2018-01,Canada,Logs and bolts [13111],101.1,E,[13111]
2018-01,Canada,Pulpwood [13112],102.3,E,[13112]
2018-01,Canada,"Rough untreated poles, posts and piling [13113]",101.1,E,[13113]
2018-01,Canada,Natural rubber [282M],97.1,NA,[282M]
2018-01,Canada,Natural rubber [28211M],97.1,NA,[28211M]
2018-01,Canada,"Metal ores, concentrates and scrap [M61]",101.5,NA,[M61]
2018-01,Canada,Iron ores and concentrates [151],75.6,NA,[151]
2018-01,Canada,Iron ores and concentrates [15111],75.6,NA,[15111]
2018-01,Canada,Copper ores and concentrates [152],111,E,[152]
2018-01,Canada,Copper ores and concentrates [15211],111,NA,[15211]
2018-01,Canada,Nickel ores and concentrates [153],101.5,E,[153]
2018-01,Canada,Nickel ores and concentrates [15311],101.5,NA,[15311]
2018-01,Canada,Radioactive ores and concentrates [154],108.9,E,[154]
2018-01,Canada,Radioactive ores and concentrates [15411],108.9,NA,[15411]
2018-01,Canada,Other metal ores and concentrates [155],98.8,E,[155]
2018-01,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",84.3,E,[15511]
2018-01,Canada,Bauxite and aluminum oxide [15521],98.6,E,[15521]
2018-01,Canada,Lead and zinc ores and concentrates [15522],132.9,NA,[15522]
2018-01,Canada,"Other metal ores and concentrates, n.e.c. [15523]",118.7,NA,[15523]
2018-01,Canada,Waste and scrap of metal [156],106,NA,[156]
2018-01,Canada,Waste and scrap of iron and steel [15611],86.2,NA,[15611]
2018-01,Canada,Waste and scrap of non-ferrous metals [15612],120.6,E,[15612]
2018-02,Canada,"Total, Raw materials price indexes (RMPI)",102.5,NA,NA
2018-02,Canada,Crude energy products [M51],105.5,NA,[M51]
2018-02,Canada,Crude oil and bitumen [141],105.8,NA,[141]
2018-02,Canada,Conventional crude oil [14111],105.3,NA,[14111]
2018-02,Canada,Natural gas [142],108.9,NA,[142]
2018-02,Canada,Coal [144],103.4,E,[144]
2018-02,Canada,Hard coal [14411],103.4,E,[14411]
2018-02,Canada,Brown coal [14412],103.4,E,[14412]
2018-02,Canada,Fuel wood and solid fuel products n.e.c. [14512],102.5,E,[14512]
2018-02,Canada,Steam and heated or cooled air or water [14513],108.9,E,[14513]
2018-02,Canada,"Total, excluding crude energy products",101.4,NA,NA
2018-02,Canada,Crop products [M11],96.3,NA,[M11]
2018-02,Canada,Wheat [112],97.2,NA,[112]
2018-02,Canada,Canola (including rapeseed) [113],107.4,NA,[113]
2018-02,Canada,"Fresh fruit, nuts and vegetables, and pulse crops [114]",98,NA,[114]
2018-02,Canada,Fresh fruit and nuts [11411],98.8,NA,[11411]
2018-02,Canada,Fresh potatoes [11421],93.3,NA,[11421]
2018-02,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],100,E,[11422]
2018-02,Canada,Other crop products [115],94.1,NA,[115]
2018-02,Canada,Grains (except wheat) [11511],89.6,NA,[11511]
2018-02,Canada,Oilseeds (except canola) [11512],96.5,NA,[11512]
2018-02,Canada,Other miscellaneous crop products [11513],98.5,NA,[11513]
2018-02,Canada,"Floriculture and nursery products, and sod [11514]",96.2,E,[11514]
2018-02,Canada,Animals and animal products [M21],102.6,NA,[M21]
2018-02,Canada,Live animals [111],106.3,NA,[111]
2018-02,Canada,Cattle and calves [11111],104.4,NA,[11111]
2018-02,Canada,Hogs [11112],118.5,NA,[11112]
2018-02,Canada,Poultry [11113],92.3,NA,[11113]
2018-02,Canada,Other live animals [11114],91.1,E,[11114]
2018-02,Canada,Other animal products [116],95.1,NA,[116]
2018-02,Canada,Eggs in shell [11611],93.6,NA,[11611]
2018-02,Canada,Unprocessed milk [11612],95.1,NA,[11612]
2018-02,Canada,"Raw furskins, and animal products n.e.c. [11613]",105.9,NA,[11613]
2018-02,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",102.5,NA,[121]
2018-02,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",102.5,NA,[12111]
2018-02,Canada,Non-metallic minerals [M31],99.2,NA,[M31]
2018-02,Canada,Potash [161],94.4,NA,[161]
2018-02,Canada,Potash [16111],94.4,NA,[16111]
2018-02,Canada,"Stone, sand, gravel, clay, and refractory minerals [162]",100,NA,[162]
2018-02,Canada,Stone [16211],91.9,NA,[16211]
2018-02,Canada,"Sand, gravel, clay, and refractory minerals [16212]",101.7,NA,[16212]
2018-02,Canada,Diamonds and other non-metallic minerals (except cut gemstones) [163],97.6,NA,[163]
2018-02,Canada,Non-metallic minerals (except diamonds) [16312],97.6,NA,[16312]
2018-02,Canada,"Logs, pulpwood, natural rubber and other forestry products [M41]",102.5,NA,[M41]
2018-02,Canada,"Logs, pulpwood and other forestry products [131]",102.3,NA,[131]
2018-02,Canada,Logs and bolts [13111],102.4,E,[13111]
2018-02,Canada,Pulpwood [13112],101.6,E,[13112]
2018-02,Canada,"Rough untreated poles, posts and piling [13113]",102.4,E,[13113]
2018-02,Canada,Natural rubber [282M],97.1,NA,[282M]
2018-02,Canada,Natural rubber [28211M],97.1,NA,[28211M]
2018-02,Canada,"Metal ores, concentrates and scrap [M61]",103.1,NA,[M61]
2018-02,Canada,Iron ores and concentrates [151],77.8,NA,[151]
2018-02,Canada,Iron ores and concentrates [15111],77.8,NA,[15111]
2018-02,Canada,Copper ores and concentrates [152],111.7,E,[152]
2018-02,Canada,Copper ores and concentrates [15211],111.7,NA,[15211]
2018-02,Canada,Nickel ores and concentrates [153],103.1,E,[153]
2018-02,Canada,Nickel ores and concentrates [15311],103.1,NA,[15311]
2018-02,Canada,Radioactive ores and concentrates [154],110.3,E,[154]
2018-02,Canada,Radioactive ores and concentrates [15411],110.3,NA,[15411]
2018-02,Canada,Other metal ores and concentrates [155],100.5,E,[155]
2018-02,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",85.7,E,[15511]
2018-02,Canada,Bauxite and aluminum oxide [15521],98.6,E,[15521]
2018-02,Canada,Lead and zinc ores and concentrates [15522],136.4,NA,[15522]
2018-02,Canada,"Other metal ores and concentrates, n.e.c. [15523]",119,NA,[15523]
2018-02,Canada,Waste and scrap of metal [156],108.7,NA,[156]
2018-02,Canada,Waste and scrap of iron and steel [15611],97.7,NA,[15611]
2018-02,Canada,Waste and scrap of non-ferrous metals [15612],117.8,E,[15612]
2018-03,Canada,"Total, Raw materials price indexes (RMPI)",104.7,NA,NA
2018-03,Canada,Crude energy products [M51],111.2,NA,[M51]
2018-03,Canada,Crude oil and bitumen [141],111.7,NA,[141]
2018-03,Canada,Conventional crude oil [14111],111.2,NA,[14111]
2018-03,Canada,Natural gas [142],109.4,NA,[142]
2018-03,Canada,Coal [144],101.2,E,[144]
2018-03,Canada,Hard coal [14411],101.3,E,[14411]
2018-03,Canada,Brown coal [14412],101.3,E,[14412]
2018-03,Canada,Fuel wood and solid fuel products n.e.c. [14512],104.5,E,[14512]
2018-03,Canada,Steam and heated or cooled air or water [14513],109.4,E,[14513]
2018-03,Canada,"Total, excluding crude energy products",100.9,NA,NA
2018-03,Canada,Crop products [M11],97.7,NA,[M11]
2018-03,Canada,Wheat [112],99.8,NA,[112]
2018-03,Canada,Canola (including rapeseed) [113],110.7,NA,[113]
2018-03,Canada,"Fresh fruit, nuts and vegetables, and pulse crops [114]",98.4,NA,[114]
2018-03,Canada,Fresh fruit and nuts [11411],99.2,NA,[11411]
2018-03,Canada,Fresh potatoes [11421],94.6,NA,[11421]
2018-03,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],100,E,[11422]
2018-03,Canada,Other crop products [115],95.2,NA,[115]
2018-03,Canada,Grains (except wheat) [11511],90.5,NA,[11511]
2018-03,Canada,Oilseeds (except canola) [11512],95.6,NA,[11512]
2018-03,Canada,Other miscellaneous crop products [11513],102.8,NA,[11513]
2018-03,Canada,"Floriculture and nursery products, and sod [11514]",98.8,E,[11514]
2018-03,Canada,Animals and animal products [M21],99.8,NA,[M21]
2018-03,Canada,Live animals [111],102.8,NA,[111]
2018-03,Canada,Cattle and calves [11111],103.5,NA,[11111]
2018-03,Canada,Hogs [11112],107.9,NA,[11112]
2018-03,Canada,Poultry [11113],92.8,NA,[11113]
2018-03,Canada,Other live animals [11114],99.4,E,[11114]
2018-03,Canada,Other animal products [116],95.1,NA,[116]
2018-03,Canada,Eggs in shell [11611],93.6,NA,[11611]
2018-03,Canada,Unprocessed milk [11612],95.1,NA,[11612]
2018-03,Canada,"Raw furskins, and animal products n.e.c. [11613]",107.5,NA,[11613]
2018-03,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",95.1,NA,[121]
2018-03,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",95.1,NA,[12111]
2018-03,Canada,Non-metallic minerals [M31],100.4,NA,[M31]
2018-03,Canada,Potash [161],97,NA,[161]
2018-03,Canada,Potash [16111],97,NA,[16111]
2018-03,Canada,"Stone, sand, gravel, clay, and refractory minerals [162]",100.9,NA,[162]
2018-03,Canada,Stone [16211],93.3,NA,[16211]
2018-03,Canada,"Sand, gravel, clay, and refractory minerals [16212]",102.5,NA,[16212]
2018-03,Canada,Diamonds and other non-metallic minerals (except cut gemstones) [163],99.7,NA,[163]
2018-03,Canada,Non-metallic minerals (except diamonds) [16312],99.7,NA,[16312]
2018-03,Canada,"Logs, pulpwood, natural rubber and other forestry products [M41]",104.5,NA,[M41]
2018-03,Canada,"Logs, pulpwood and other forestry products [131]",104.1,NA,[131]
2018-03,Canada,Logs and bolts [13111],104.3,E,[13111]
2018-03,Canada,Pulpwood [13112],101.8,E,[13112]
2018-03,Canada,"Rough untreated poles, posts and piling [13113]",104.3,E,[13113]
2018-03,Canada,Natural rubber [282M],100.3,NA,[282M]
2018-03,Canada,Natural rubber [28211M],100.3,NA,[28211M]
2018-03,Canada,"Metal ores, concentrates and scrap [M61]",103.2,NA,[M61]
2018-03,Canada,Iron ores and concentrates [151],72.6,NA,[151]
2018-03,Canada,Iron ores and concentrates [15111],72.6,NA,[15111]
2018-03,Canada,Copper ores and concentrates [152],110.9,E,[152]
2018-03,Canada,Copper ores and concentrates [15211],110.9,NA,[15211]
2018-03,Canada,Nickel ores and concentrates [153],103.2,E,[153]
2018-03,Canada,Nickel ores and concentrates [15311],103.2,NA,[15311]
2018-03,Canada,Radioactive ores and concentrates [154],113.4,E,[154]
2018-03,Canada,Radioactive ores and concentrates [15411],113.4,NA,[15411]
2018-03,Canada,Other metal ores and concentrates [155],99.3,E,[155]
2018-03,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",85.8,E,[15511]
2018-03,Canada,Bauxite and aluminum oxide [15521],99.9,E,[15521]
2018-03,Canada,Lead and zinc ores and concentrates [15522],130,NA,[15522]
2018-03,Canada,"Other metal ores and concentrates, n.e.c. [15523]",124.8,NA,[15523]
2018-03,Canada,Waste and scrap of metal [156],114.2,NA,[156]
2018-03,Canada,Waste and scrap of iron and steel [15611],99.8,NA,[15611]
2018-03,Canada,Waste and scrap of non-ferrous metals [15612],125.6,E,[15612]
2018-04,Canada,"Total, Raw materials price indexes (RMPI)",105.5,NA,NA
2018-04,Canada,Crude energy products [M51],114.7,NA,[M51]
2018-04,Canada,Crude oil and bitumen [141],115.4,NA,[141]
2018-04,Canada,Conventional crude oil [14111],114.9,NA,[14111]
2018-04,Canada,Natural gas [142],106.5,NA,[142]
2018-04,Canada,Coal [144],100.1,E,[144]
2018-04,Canada,Hard coal [14411],100.1,E,[14411]
2018-04,Canada,Brown coal [14412],100.1,E,[14412]
2018-04,Canada,Fuel wood and solid fuel products n.e.c. [14512],104,E,[14512]
2018-04,Canada,Steam and heated or cooled air or water [14513],106.5,E,[14513]
2018-04,Canada,"Total, excluding crude energy products",99.8,NA,NA
2018-04,Canada,Crop products [M11],97.2,NA,[M11]
2018-04,Canada,Wheat [112],98.1,NA,[112]
2018-04,Canada,Canola (including rapeseed) [113],114.2,NA,[113]
2018-04,Canada,"Fresh fruit, nuts and vegetables, and pulse crops [114]",97.5,NA,[114]
2018-04,Canada,Fresh fruit and nuts [11411],99.3,NA,[11411]
2018-04,Canada,Fresh potatoes [11421],90.8,NA,[11421]
2018-04,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],100,E,[11422]
2018-04,Canada,Other crop products [115],94.3,NA,[115]
2018-04,Canada,Grains (except wheat) [11511],89.3,NA,[11511]
2018-04,Canada,Oilseeds (except canola) [11512],95.1,NA,[11512]
2018-04,Canada,Other miscellaneous crop products [11513],102,NA,[11513]
2018-04,Canada,"Floriculture and nursery products, and sod [11514]",97.3,E,[11514]
2018-04,Canada,Animals and animal products [M21],96.9,NA,[M21]
2018-04,Canada,Live animals [111],96.8,NA,[111]
2018-04,Canada,Cattle and calves [11111],100.4,NA,[11111]
2018-04,Canada,Hogs [11112],92.6,NA,[11112]
2018-04,Canada,Poultry [11113],93.4,NA,[11113]
2018-04,Canada,Other live animals [11114],106.4,E,[11114]
2018-04,Canada,Other animal products [116],95.1,NA,[116]
2018-04,Canada,Eggs in shell [11611],93.6,NA,[11611]
2018-04,Canada,Unprocessed milk [11612],95.1,NA,[11612]
2018-04,Canada,"Raw furskins, and animal products n.e.c. [11613]",107.3,NA,[11613]
2018-04,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",100.1,NA,[121]
2018-04,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",100.1,NA,[12111]
2018-04,Canada,Non-metallic minerals [M31],100.4,NA,[M31]
2018-04,Canada,Potash [161],95.5,NA,[161]
2018-04,Canada,Potash [16111],95.5,NA,[16111]
2018-04,Canada,"Stone, sand, gravel, clay, and refractory minerals [162]",101.4,NA,[162]
2018-04,Canada,Stone [16211],95.2,NA,[16211]
2018-04,Canada,"Sand, gravel, clay, and refractory minerals [16212]",102.7,NA,[16212]
2018-04,Canada,Diamonds and other non-metallic minerals (except cut gemstones) [163],97.8,NA,[163]
2018-04,Canada,Non-metallic minerals (except diamonds) [16312],97.8,NA,[16312]
2018-04,Canada,"Logs, pulpwood, natural rubber and other forestry products [M41]",104,NA,[M41]
2018-04,Canada,"Logs, pulpwood and other forestry products [131]",104,NA,[131]
2018-04,Canada,Logs and bolts [13111],105,E,[13111]
2018-04,Canada,Pulpwood [13112],91.9,E,[13112]
2018-04,Canada,"Rough untreated poles, posts and piling [13113]",105,E,[13113]
2018-04,Canada,Natural rubber [282M],96.3,NA,[282M]
2018-04,Canada,Natural rubber [28211M],96.3,NA,[28211M]
2018-04,Canada,"Metal ores, concentrates and scrap [M61]",102.9,NA,[M61]
2018-04,Canada,Iron ores and concentrates [151],66.8,NA,[151]
2018-04,Canada,Iron ores and concentrates [15111],66.8,NA,[15111]
2018-04,Canada,Copper ores and concentrates [152],109.9,E,[152]
2018-04,Canada,Copper ores and concentrates [15211],109.9,NA,[15211]
2018-04,Canada,Nickel ores and concentrates [153],102.9,E,[153]
2018-04,Canada,Nickel ores and concentrates [15311],102.9,NA,[15311]
2018-04,Canada,Radioactive ores and concentrates [154],111.6,E,[154]
2018-04,Canada,Radioactive ores and concentrates [15411],111.6,NA,[15411]
2018-04,Canada,Other metal ores and concentrates [155],98.5,E,[155]
2018-04,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",86.4,E,[15511]
2018-04,Canada,Bauxite and aluminum oxide [15521],100.3,E,[15521]
2018-04,Canada,Lead and zinc ores and concentrates [15522],125.1,NA,[15522]
2018-04,Canada,"Other metal ores and concentrates, n.e.c. [15523]",136.3,NA,[15523]
2018-04,Canada,Waste and scrap of metal [156],117.8,NA,[156]
2018-04,Canada,Waste and scrap of iron and steel [15611],103,NA,[15611]
2018-04,Canada,Waste and scrap of non-ferrous metals [15612],129.5,E,[15612]
2018-05,Canada,"Total, Raw materials price indexes (RMPI)",109.5,NA,NA
2018-05,Canada,Crude energy products [M51],122.8,NA,[M51]
2018-05,Canada,Crude oil and bitumen [141],123.6,NA,[141]
2018-05,Canada,Conventional crude oil [14111],123.1,NA,[14111]
2018-05,Canada,Natural gas [142],105.9,NA,[142]
2018-05,Canada,Coal [144],107.6,E,[144]
2018-05,Canada,Hard coal [14411],107.7,E,[14411]
2018-05,Canada,Brown coal [14412],107.7,E,[14412]
2018-05,Canada,Fuel wood and solid fuel products n.e.c. [14512],105.1,E,[14512]
2018-05,Canada,Steam and heated or cooled air or water [14513],105.9,E,[14513]
2018-05,Canada,"Total, excluding crude energy products",100.7,NA,NA
2018-05,Canada,Crop products [M11],98.6,NA,[M11]
2018-05,Canada,Wheat [112],101.3,NA,[112]
2018-05,Canada,Canola (including rapeseed) [113],115.1,NA,[113]
2018-05,Canada,"Fresh fruit, nuts and vegetables, and pulse crops [114]",97.5,NA,[114]
2018-05,Canada,Fresh fruit and nuts [11411],99.5,NA,[11411]
2018-05,Canada,Fresh potatoes [11421],90.3,NA,[11421]
2018-05,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],100,E,[11422]
2018-05,Canada,Other crop products [115],96,NA,[115]
2018-05,Canada,Grains (except wheat) [11511],91.1,NA,[11511]
2018-05,Canada,Oilseeds (except canola) [11512],96.6,NA,[11512]
2018-05,Canada,Other miscellaneous crop products [11513],103.4,NA,[11513]
2018-05,Canada,"Floriculture and nursery products, and sod [11514]",98.4,E,[11514]
2018-05,Canada,Animals and animal products [M21],99.3,NA,[M21]
2018-05,Canada,Live animals [111],101.8,NA,[111]
2018-05,Canada,Cattle and calves [11111],99.4,NA,[11111]
2018-05,Canada,Hogs [11112],109,NA,[11112]
2018-05,Canada,Poultry [11113],95.2,NA,[11113]
2018-05,Canada,Other live animals [11114],103.4,E,[11114]
2018-05,Canada,Other animal products [116],95.1,NA,[116]
2018-05,Canada,Eggs in shell [11611],93.7,NA,[11611]
2018-05,Canada,Unprocessed milk [11612],95.1,NA,[11612]
2018-05,Canada,"Raw furskins, and animal products n.e.c. [11613]",111.1,NA,[11613]
2018-05,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",96,NA,[121]
2018-05,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",96,NA,[12111]
2018-05,Canada,Non-metallic minerals [M31],100.4,NA,[M31]
2018-05,Canada,Potash [161],96.6,NA,[161]
2018-05,Canada,Potash [16111],96.6,NA,[16111]
2018-05,Canada,"Stone, sand, gravel, clay, and refractory minerals [162]",101.3,NA,[162]
2018-05,Canada,Stone [16211],93.8,NA,[16211]
2018-05,Canada,"Sand, gravel, clay, and refractory minerals [16212]",102.9,NA,[16212]
2018-05,Canada,Diamonds and other non-metallic minerals (except cut gemstones) [163],98,NA,[163]
2018-05,Canada,Non-metallic minerals (except diamonds) [16312],98,NA,[16312]
2018-05,Canada,"Logs, pulpwood, natural rubber and other forestry products [M41]",105.1,NA,[M41]
2018-05,Canada,"Logs, pulpwood and other forestry products [131]",105,NA,[131]
2018-05,Canada,Logs and bolts [13111],106.1,E,[13111]
2018-05,Canada,Pulpwood [13112],91.5,E,[13112]
2018-05,Canada,"Rough untreated poles, posts and piling [13113]",106.1,E,[13113]
2018-05,Canada,Natural rubber [282M],98,NA,[282M]
2018-05,Canada,Natural rubber [28211M],98,NA,[28211M]
2018-05,Canada,"Metal ores, concentrates and scrap [M61]",102.3,NA,[M61]
2018-05,Canada,Iron ores and concentrates [151],67.9,NA,[151]
2018-05,Canada,Iron ores and concentrates [15111],67.9,NA,[15111]
2018-05,Canada,Copper ores and concentrates [152],110.8,E,[152]
2018-05,Canada,Copper ores and concentrates [15211],110.8,NA,[15211]
2018-05,Canada,Nickel ores and concentrates [153],102.3,E,[153]
2018-05,Canada,Nickel ores and concentrates [15311],102.3,NA,[15311]
2018-05,Canada,Radioactive ores and concentrates [154],112.8,E,[154]
2018-05,Canada,Radioactive ores and concentrates [15411],112.8,NA,[15411]
