REF_DATE,GEO,North American Product Classification System (NAPCS),VALUE,STATUS,Classification Code for North American Product Classification System (NAPCS)
1995-01,Canada,Crude energy products [M51],33.8,NA,[M51]
1995-01,Canada,Conventional crude oil [14111],32.2,NA,[14111]
1995-01,Canada,Natural gas [142],111.1,NA,[142]
1995-01,Canada,Hard coal [14411],88.5,NA,[14411]
1995-01,Canada,"Total, excluding crude energy products",69.4,NA,NA
1995-01,Canada,Crop products [M11],63.5,NA,[M11]
1995-01,Canada,Wheat [112],62.3,NA,[112]
1995-01,Canada,Canola (including rapeseed) [113],79.5,NA,[113]
1995-01,Canada,Fresh potatoes [11421],47,NA,[11421]
1995-01,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],62.7,NA,[11422]
1995-01,Canada,Animals and animal products [M21],65.8,NA,[M21]
1995-01,Canada,Cattle and calves [11111],69.5,NA,[11111]
1995-01,Canada,Hogs [11112],89.7,NA,[11112]
1995-01,Canada,Poultry [11113],68.2,NA,[11113]
1995-01,Canada,Eggs in shell [11611],60.3,NA,[11611]
1995-01,Canada,Unprocessed milk [11612],51.2,NA,[11612]
1995-01,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",72.6,NA,[121]
1995-01,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",72.6,NA,[12111]
1995-01,Canada,Non-metallic minerals [M31],49.1,NA,[M31]
1995-01,Canada,Stone [16211],53.7,NA,[16211]
1995-01,Canada,Logs and bolts [13111],100.1,NA,[13111]
1995-01,Canada,Pulpwood [13112],175,NA,[13112]
1995-01,Canada,Natural rubber [282M],100.4,NA,[282M]
1995-01,Canada,Iron ores and concentrates [151],53,NA,[151]
1995-01,Canada,Copper ores and concentrates [152],62.4,NA,[152]
1995-01,Canada,Nickel ores and concentrates [153],72.9,NA,[153]
1995-01,Canada,Radioactive ores and concentrates [154],37,NA,[154]
1995-01,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",27.2,NA,[15511]
1995-01,Canada,Waste and scrap of iron and steel [15611],110.6,NA,[15611]
1995-01,Canada,Waste and scrap of non-ferrous metals [15612],52.3,NA,[15612]
1995-02,Canada,"Total, Raw materials price indexes (RMPI)",54.6,NA,NA
1995-02,Canada,Crude energy products [M51],35,NA,[M51]
1995-02,Canada,Conventional crude oil [14111],33.6,NA,[14111]
1995-02,Canada,Natural gas [142],101.3,NA,[142]
1995-02,Canada,Hard coal [14411],88.7,NA,[14411]
1995-02,Canada,"Total, excluding crude energy products",69.6,NA,NA
1995-02,Canada,Crop products [M11],64.7,NA,[M11]
1995-02,Canada,Wheat [112],62.6,NA,[112]
1995-02,Canada,Canola (including rapeseed) [113],81.3,NA,[113]
1995-02,Canada,Fresh potatoes [11421],47,NA,[11421]
1995-02,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],62.7,NA,[11422]
1995-02,Canada,Animals and animal products [M21],67.3,NA,[M21]
1995-02,Canada,Cattle and calves [11111],69.9,NA,[11111]
1995-02,Canada,Hogs [11112],100.3,NA,[11112]
1995-02,Canada,Poultry [11113],68.2,NA,[11113]
1995-02,Canada,Eggs in shell [11611],61.1,NA,[11611]
1995-02,Canada,Unprocessed milk [11612],51.3,NA,[11612]
1995-02,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",74.8,NA,[121]
1995-02,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",74.8,NA,[12111]
1995-02,Canada,Non-metallic minerals [M31],49.2,NA,[M31]
1995-02,Canada,Stone [16211],53.7,NA,[16211]
1995-02,Canada,Logs and bolts [13111],102.1,NA,[13111]
1995-02,Canada,Pulpwood [13112],176.7,NA,[13112]
1995-02,Canada,Natural rubber [282M],107.4,NA,[282M]
1995-02,Canada,Iron ores and concentrates [151],52.8,NA,[151]
1995-02,Canada,Copper ores and concentrates [152],59.4,NA,[152]
1995-02,Canada,Nickel ores and concentrates [153],68.5,NA,[153]
1995-02,Canada,Radioactive ores and concentrates [154],37,NA,[154]
1995-02,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",26.9,NA,[15511]
1995-02,Canada,Waste and scrap of iron and steel [15611],109.4,NA,[15611]
1995-02,Canada,Waste and scrap of non-ferrous metals [15612],48.2,NA,[15612]
1995-03,Canada,"Total, Raw materials price indexes (RMPI)",54.8,NA,NA
1995-03,Canada,Crude energy products [M51],35.2,NA,[M51]
1995-03,Canada,Conventional crude oil [14111],33.8,NA,[14111]
1995-03,Canada,Natural gas [142],98.7,NA,[142]
1995-03,Canada,Hard coal [14411],89.6,NA,[14411]
1995-03,Canada,"Total, excluding crude energy products",69.8,NA,NA
1995-03,Canada,Crop products [M11],65.9,NA,[M11]
1995-03,Canada,Wheat [112],62.3,NA,[112]
1995-03,Canada,Canola (including rapeseed) [113],82,NA,[113]
1995-03,Canada,Fresh potatoes [11421],48.1,NA,[11421]
1995-03,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],62.7,NA,[11422]
1995-03,Canada,Animals and animal products [M21],67.6,NA,[M21]
1995-03,Canada,Cattle and calves [11111],66.7,NA,[11111]
1995-03,Canada,Hogs [11112],94.6,NA,[11112]
1995-03,Canada,Poultry [11113],68.2,NA,[11113]
1995-03,Canada,Eggs in shell [11611],61.2,NA,[11611]
1995-03,Canada,Unprocessed milk [11612],55,NA,[11612]
1995-03,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",74.8,NA,[121]
1995-03,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",74.8,NA,[12111]
1995-03,Canada,Non-metallic minerals [M31],49.5,NA,[M31]
1995-03,Canada,Stone [16211],53.7,NA,[16211]
1995-03,Canada,Logs and bolts [13111],103.1,NA,[13111]
1995-03,Canada,Pulpwood [13112],183.6,NA,[13112]
1995-03,Canada,Natural rubber [282M],110.7,NA,[282M]
1995-03,Canada,Iron ores and concentrates [151],53.1,NA,[151]
1995-03,Canada,Copper ores and concentrates [152],62.3,NA,[152]
1995-03,Canada,Nickel ores and concentrates [153],60.6,NA,[153]
1995-03,Canada,Radioactive ores and concentrates [154],38.9,NA,[154]
1995-03,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",27.7,NA,[15511]
1995-03,Canada,Waste and scrap of iron and steel [15611],105.8,NA,[15611]
1995-03,Canada,Waste and scrap of non-ferrous metals [15612],47.5,NA,[15612]
1995-04,Canada,"Total, Raw materials price indexes (RMPI)",55.1,NA,NA
1995-04,Canada,Crude energy products [M51],36.6,NA,[M51]
1995-04,Canada,Conventional crude oil [14111],35.4,NA,[14111]
1995-04,Canada,Natural gas [142],89.6,NA,[142]
1995-04,Canada,Hard coal [14411],85.6,NA,[14411]
1995-04,Canada,"Total, excluding crude energy products",69.4,NA,NA
1995-04,Canada,Crop products [M11],64.3,NA,[M11]
1995-04,Canada,Wheat [112],61.9,NA,[112]
1995-04,Canada,Canola (including rapeseed) [113],76,NA,[113]
1995-04,Canada,Fresh potatoes [11421],49.1,NA,[11421]
1995-04,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],62.8,NA,[11422]
1995-04,Canada,Animals and animal products [M21],66.1,NA,[M21]
1995-04,Canada,Cattle and calves [11111],63,NA,[11111]
1995-04,Canada,Hogs [11112],90,NA,[11112]
1995-04,Canada,Poultry [11113],68.3,NA,[11113]
1995-04,Canada,Eggs in shell [11611],61.7,NA,[11611]
1995-04,Canada,Unprocessed milk [11612],54.9,NA,[11612]
1995-04,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",74.2,NA,[121]
1995-04,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",74.2,NA,[12111]
1995-04,Canada,Non-metallic minerals [M31],50.7,NA,[M31]
1995-04,Canada,Stone [16211],53.9,NA,[16211]
1995-04,Canada,Logs and bolts [13111],105.5,NA,[13111]
1995-04,Canada,Pulpwood [13112],195.1,NA,[13112]
1995-04,Canada,Natural rubber [282M],108.6,NA,[282M]
1995-04,Canada,Iron ores and concentrates [151],52.1,NA,[151]
1995-04,Canada,Copper ores and concentrates [152],59.1,NA,[152]
1995-04,Canada,Nickel ores and concentrates [153],60.6,NA,[153]
1995-04,Canada,Radioactive ores and concentrates [154],38.9,NA,[154]
1995-04,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",27.7,NA,[15511]
1995-04,Canada,Waste and scrap of iron and steel [15611],104.9,NA,[15611]
1995-04,Canada,Waste and scrap of non-ferrous metals [15612],46.3,NA,[15612]
1995-05,Canada,"Total, Raw materials price indexes (RMPI)",54.7,NA,NA
1995-05,Canada,Crude energy products [M51],36.3,NA,[M51]
1995-05,Canada,Conventional crude oil [14111],35.1,NA,[14111]
1995-05,Canada,Natural gas [142],89.3,NA,[142]
1995-05,Canada,Hard coal [14411],86.9,NA,[14411]
1995-05,Canada,"Total, excluding crude energy products",68.9,NA,NA
1995-05,Canada,Crop products [M11],64.1,NA,[M11]
1995-05,Canada,Wheat [112],66.5,NA,[112]
1995-05,Canada,Canola (including rapeseed) [113],74.5,NA,[113]
1995-05,Canada,Fresh potatoes [11421],52.1,NA,[11421]
1995-05,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],62.8,NA,[11422]
1995-05,Canada,Animals and animal products [M21],65.6,NA,[M21]
1995-05,Canada,Cattle and calves [11111],60.1,NA,[11111]
1995-05,Canada,Hogs [11112],92.8,NA,[11112]
1995-05,Canada,Poultry [11113],67.7,NA,[11113]
1995-05,Canada,Eggs in shell [11611],61.9,NA,[11611]
1995-05,Canada,Unprocessed milk [11612],54.9,NA,[11612]
1995-05,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",74.1,NA,[121]
1995-05,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",74.1,NA,[12111]
1995-05,Canada,Non-metallic minerals [M31],50.5,NA,[M31]
1995-05,Canada,Stone [16211],54,NA,[16211]
1995-05,Canada,Logs and bolts [13111],107.3,NA,[13111]
1995-05,Canada,Pulpwood [13112],198.9,NA,[13112]
1995-05,Canada,Natural rubber [282M],103.8,NA,[282M]
1995-05,Canada,Iron ores and concentrates [151],51.7,NA,[151]
1995-05,Canada,Copper ores and concentrates [152],54.7,NA,[152]
1995-05,Canada,Nickel ores and concentrates [153],56.8,NA,[153]
1995-05,Canada,Radioactive ores and concentrates [154],43.5,NA,[154]
1995-05,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",27.1,NA,[15511]
1995-05,Canada,Waste and scrap of iron and steel [15611],105.1,NA,[15611]
1995-05,Canada,Waste and scrap of non-ferrous metals [15612],42.3,NA,[15612]
1995-06,Canada,"Total, Raw materials price indexes (RMPI)",54.7,NA,NA
1995-06,Canada,Crude energy products [M51],34.7,NA,[M51]
1995-06,Canada,Conventional crude oil [14111],33.4,NA,[14111]
1995-06,Canada,Natural gas [142],89.6,NA,[142]
1995-06,Canada,Hard coal [14411],88.6,NA,[14411]
1995-06,Canada,"Total, excluding crude energy products",70,NA,NA
1995-06,Canada,Crop products [M11],65.5,NA,[M11]
1995-06,Canada,Wheat [112],72.6,NA,[112]
1995-06,Canada,Canola (including rapeseed) [113],74.6,NA,[113]
1995-06,Canada,Fresh potatoes [11421],56,NA,[11421]
1995-06,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],63.2,NA,[11422]
1995-06,Canada,Animals and animal products [M21],67,NA,[M21]
1995-06,Canada,Cattle and calves [11111],62.4,NA,[11111]
1995-06,Canada,Hogs [11112],100.3,NA,[11112]
1995-06,Canada,Poultry [11113],67.3,NA,[11113]
1995-06,Canada,Eggs in shell [11611],63.1,NA,[11611]
1995-06,Canada,Unprocessed milk [11612],55,NA,[11612]
1995-06,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",74.8,NA,[121]
1995-06,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",74.8,NA,[12111]
1995-06,Canada,Non-metallic minerals [M31],50.6,NA,[M31]
1995-06,Canada,Stone [16211],54.1,NA,[16211]
1995-06,Canada,Logs and bolts [13111],107.7,NA,[13111]
1995-06,Canada,Pulpwood [13112],201,NA,[13112]
1995-06,Canada,Natural rubber [282M],90.8,NA,[282M]
1995-06,Canada,Iron ores and concentrates [151],52.1,NA,[151]
1995-06,Canada,Copper ores and concentrates [152],60.6,NA,[152]
1995-06,Canada,Nickel ores and concentrates [153],60.5,NA,[153]
1995-06,Canada,Radioactive ores and concentrates [154],43.5,NA,[154]
1995-06,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",27.7,NA,[15511]
1995-06,Canada,Waste and scrap of iron and steel [15611],106,NA,[15611]
1995-06,Canada,Waste and scrap of non-ferrous metals [15612],43.2,NA,[15612]
1995-07,Canada,"Total, Raw materials price indexes (RMPI)",54,NA,NA
1995-07,Canada,Crude energy products [M51],32.3,NA,[M51]
1995-07,Canada,Conventional crude oil [14111],31,NA,[14111]
1995-07,Canada,Natural gas [142],89.1,NA,[142]
1995-07,Canada,Hard coal [14411],81,NA,[14411]
1995-07,Canada,"Total, excluding crude energy products",70.7,NA,NA
1995-07,Canada,Crop products [M11],66.8,NA,[M11]
1995-07,Canada,Wheat [112],76.6,NA,[112]
1995-07,Canada,Canola (including rapeseed) [113],75.8,NA,[113]
1995-07,Canada,Fresh potatoes [11421],61.4,NA,[11421]
1995-07,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],64.2,NA,[11422]
1995-07,Canada,Animals and animal products [M21],67.9,NA,[M21]
1995-07,Canada,Cattle and calves [11111],59.9,NA,[11111]
1995-07,Canada,Hogs [11112],112.4,NA,[11112]
1995-07,Canada,Poultry [11113],67.3,NA,[11113]
1995-07,Canada,Eggs in shell [11611],63.2,NA,[11611]
1995-07,Canada,Unprocessed milk [11612],55,NA,[11612]
1995-07,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",74.8,NA,[121]
1995-07,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",74.8,NA,[12111]
1995-07,Canada,Non-metallic minerals [M31],50.5,NA,[M31]
1995-07,Canada,Stone [16211],54.4,NA,[16211]
1995-07,Canada,Logs and bolts [13111],105.3,NA,[13111]
1995-07,Canada,Pulpwood [13112],204.3,NA,[13112]
1995-07,Canada,Natural rubber [282M],86.2,NA,[282M]
1995-07,Canada,Iron ores and concentrates [151],51.7,NA,[151]
1995-07,Canada,Copper ores and concentrates [152],61,NA,[152]
1995-07,Canada,Nickel ores and concentrates [153],67.3,NA,[153]
1995-07,Canada,Radioactive ores and concentrates [154],43.3,NA,[154]
1995-07,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",27.2,NA,[15511]
1995-07,Canada,Waste and scrap of iron and steel [15611],106.5,NA,[15611]
1995-07,Canada,Waste and scrap of non-ferrous metals [15612],45.3,NA,[15612]
1995-08,Canada,"Total, Raw materials price indexes (RMPI)",53.7,NA,NA
1995-08,Canada,Crude energy products [M51],32.7,NA,[M51]
1995-08,Canada,Conventional crude oil [14111],31.4,NA,[14111]
1995-08,Canada,Natural gas [142],89.1,NA,[142]
1995-08,Canada,Hard coal [14411],78,NA,[14411]
1995-08,Canada,"Total, excluding crude energy products",69.7,NA,NA
1995-08,Canada,Crop products [M11],65.6,NA,[M11]
1995-08,Canada,Wheat [112],71.9,NA,[112]
1995-08,Canada,Canola (including rapeseed) [113],74,NA,[113]
1995-08,Canada,Fresh potatoes [11421],60.1,NA,[11421]
1995-08,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],64.2,NA,[11422]
1995-08,Canada,Animals and animal products [M21],68.6,NA,[M21]
1995-08,Canada,Cattle and calves [11111],59.2,NA,[11111]
1995-08,Canada,Hogs [11112],115.2,NA,[11112]
1995-08,Canada,Poultry [11113],67,NA,[11113]
1995-08,Canada,Eggs in shell [11611],63,NA,[11611]
1995-08,Canada,Unprocessed milk [11612],55.8,NA,[11612]
1995-08,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",77.2,NA,[121]
1995-08,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",77.2,NA,[12111]
1995-08,Canada,Non-metallic minerals [M31],50.9,NA,[M31]
1995-08,Canada,Stone [16211],54.4,NA,[16211]
1995-08,Canada,Logs and bolts [13111],98.3,NA,[13111]
1995-08,Canada,Pulpwood [13112],193.3,NA,[13112]
1995-08,Canada,Natural rubber [282M],76.5,NA,[282M]
1995-08,Canada,Iron ores and concentrates [151],51.7,NA,[151]
1995-08,Canada,Copper ores and concentrates [152],59.6,NA,[152]
1995-08,Canada,Nickel ores and concentrates [153],69,NA,[153]
1995-08,Canada,Radioactive ores and concentrates [154],43.3,NA,[154]
1995-08,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",27.2,NA,[15511]
1995-08,Canada,Waste and scrap of iron and steel [15611],112.7,NA,[15611]
1995-08,Canada,Waste and scrap of non-ferrous metals [15612],45.9,NA,[15612]
1995-09,Canada,"Total, Raw materials price indexes (RMPI)",52.6,NA,NA
1995-09,Canada,Crude energy products [M51],33,NA,[M51]
1995-09,Canada,Conventional crude oil [14111],31.8,NA,[14111]
1995-09,Canada,Natural gas [142],89.1,NA,[142]
1995-09,Canada,Hard coal [14411],77.2,NA,[14411]
1995-09,Canada,"Total, excluding crude energy products",67.7,NA,NA
1995-09,Canada,Crop products [M11],66,NA,[M11]
1995-09,Canada,Wheat [112],78.6,NA,[112]
1995-09,Canada,Canola (including rapeseed) [113],72.7,NA,[113]
1995-09,Canada,Fresh potatoes [11421],55.9,NA,[11421]
1995-09,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],64.2,NA,[11422]
1995-09,Canada,Animals and animal products [M21],68.6,NA,[M21]
1995-09,Canada,Cattle and calves [11111],57.9,NA,[11111]
1995-09,Canada,Hogs [11112],115.5,NA,[11112]
1995-09,Canada,Poultry [11113],68,NA,[11113]
1995-09,Canada,Eggs in shell [11611],63.2,NA,[11611]
1995-09,Canada,Unprocessed milk [11612],55.8,NA,[11612]
1995-09,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",78.2,NA,[121]
1995-09,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",78.2,NA,[12111]
1995-09,Canada,Non-metallic minerals [M31],50.9,NA,[M31]
1995-09,Canada,Stone [16211],54.4,NA,[16211]
1995-09,Canada,Logs and bolts [13111],89.8,NA,[13111]
1995-09,Canada,Pulpwood [13112],182.1,NA,[13112]
1995-09,Canada,Natural rubber [282M],81,NA,[282M]
1995-09,Canada,Iron ores and concentrates [151],51.9,NA,[151]
1995-09,Canada,Copper ores and concentrates [152],56.4,NA,[152]
1995-09,Canada,Nickel ores and concentrates [153],64.9,NA,[153]
1995-09,Canada,Radioactive ores and concentrates [154],43.3,NA,[154]
1995-09,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",27.4,NA,[15511]
1995-09,Canada,Waste and scrap of iron and steel [15611],111.6,NA,[15611]
1995-09,Canada,Waste and scrap of non-ferrous metals [15612],43.2,NA,[15612]
1995-10,Canada,"Total, Raw materials price indexes (RMPI)",51.1,NA,NA
1995-10,Canada,Crude energy products [M51],31.5,NA,[M51]
1995-10,Canada,Conventional crude oil [14111],30.3,NA,[14111]
1995-10,Canada,Natural gas [142],86.4,NA,[142]
1995-10,Canada,Hard coal [14411],76.5,NA,[14411]
1995-10,Canada,"Total, excluding crude energy products",66.2,NA,NA
1995-10,Canada,Crop products [M11],65.6,NA,[M11]
1995-10,Canada,Wheat [112],85.4,NA,[112]
1995-10,Canada,Canola (including rapeseed) [113],73.5,NA,[113]
1995-10,Canada,Fresh potatoes [11421],38.2,NA,[11421]
1995-10,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],64.2,NA,[11422]
1995-10,Canada,Animals and animal products [M21],68,NA,[M21]
1995-10,Canada,Cattle and calves [11111],59.2,NA,[11111]
1995-10,Canada,Hogs [11112],108.3,NA,[11112]
1995-10,Canada,Poultry [11113],68.2,NA,[11113]
1995-10,Canada,Eggs in shell [11611],63.8,NA,[11611]
1995-10,Canada,Unprocessed milk [11612],55.8,NA,[11612]
1995-10,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",77.9,NA,[121]
1995-10,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",77.9,NA,[12111]
1995-10,Canada,Non-metallic minerals [M31],50.8,NA,[M31]
1995-10,Canada,Stone [16211],54.4,NA,[16211]
1995-10,Canada,Logs and bolts [13111],85.7,NA,[13111]
1995-10,Canada,Pulpwood [13112],183.8,NA,[13112]
1995-10,Canada,Natural rubber [282M],81.7,NA,[282M]
1995-10,Canada,Iron ores and concentrates [151],51.2,NA,[151]
1995-10,Canada,Copper ores and concentrates [152],54.6,NA,[152]
1995-10,Canada,Nickel ores and concentrates [153],61.4,NA,[153]
1995-10,Canada,Radioactive ores and concentrates [154],43.3,NA,[154]
1995-10,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",26.6,NA,[15511]
1995-10,Canada,Waste and scrap of iron and steel [15611],108,NA,[15611]
1995-10,Canada,Waste and scrap of non-ferrous metals [15612],39.8,NA,[15612]
1995-11,Canada,"Total, Raw materials price indexes (RMPI)",51.3,NA,NA
1995-11,Canada,Crude energy products [M51],31.2,NA,[M51]
1995-11,Canada,Conventional crude oil [14111],29.9,NA,[14111]
1995-11,Canada,Natural gas [142],91.5,NA,[142]
1995-11,Canada,Hard coal [14411],74.8,NA,[14411]
1995-11,Canada,"Total, excluding crude energy products",66.7,NA,NA
1995-11,Canada,Crop products [M11],67.6,NA,[M11]
