REF_DATE,GEO,Index,VALUE,STATUS
1985-06,Alberta,Electric power selling price over 5000kw,19.2,NA
1985-06,Alberta,Electric power selling price under 5000kw,31.8,NA
1985-06,British Columbia,Electric power selling price over 5000kw,48.7,NA
1985-06,British Columbia,Electric power selling price under 5000kw,48.7,NA
1985-07,Canada,"Electric power selling price indexes, national total",42.1,NA
1985-07,Canada,Electric power selling price over 5000kw,43.7,NA
1985-07,Canada,Electric power selling price under 5000kw,41.3,NA
1985-07,Atlantic Region,Electric power selling price over 5000kw,52.2,NA
1985-07,Atlantic Region,Electric power selling price under 5000kw,62,NA
1985-07,Newfoundland and Labrador,Electric power selling price over 5000kw,67.6,NA
1985-07,Newfoundland and Labrador,Electric power selling price under 5000kw,67.3,NA
1985-07,Prince Edward Island,Electric power selling price under 5000kw,82.2,NA
1985-07,Nova Scotia,Electric power selling price over 5000kw,49.3,NA
1985-07,Nova Scotia,Electric power selling price under 5000kw,63.9,NA
1985-07,New Brunswick,Electric power selling price over 5000kw,54.5,NA
1985-07,New Brunswick,Electric power selling price under 5000kw,66.5,NA
1985-07,Quebec,Electric power selling price over 5000kw,52,NA
1985-07,Quebec,Electric power selling price under 5000kw,56.1,NA
1985-07,Ontario,Electric power selling price over 5000kw,43,NA
1985-07,Ontario,Electric power selling price under 5000kw,36.8,NA
1985-07,Prairie Region,Electric power selling price over 5000kw,31,NA
1985-07,Prairie Region,Electric power selling price under 5000kw,35.7,NA
1985-07,Manitoba,Electric power selling price over 5000kw,53.3,NA
1985-07,Manitoba,Electric power selling price under 5000kw,55.8,NA
1985-07,Saskatchewan,Electric power selling price over 5000kw,50.7,NA
1985-07,Saskatchewan,Electric power selling price under 5000kw,53.5,NA
1985-07,Alberta,Electric power selling price over 5000kw,19.2,NA
1985-07,Alberta,Electric power selling price under 5000kw,31.8,NA
1985-07,British Columbia,Electric power selling price over 5000kw,48.7,NA
1985-07,British Columbia,Electric power selling price under 5000kw,48.7,NA
1985-08,Canada,"Electric power selling price indexes, national total",42.1,NA
1985-08,Canada,Electric power selling price over 5000kw,43.7,NA
1985-08,Canada,Electric power selling price under 5000kw,41.2,NA
1985-08,Atlantic Region,Electric power selling price over 5000kw,51.9,NA
1985-08,Atlantic Region,Electric power selling price under 5000kw,61.7,NA
1985-08,Newfoundland and Labrador,Electric power selling price over 5000kw,65.8,NA
1985-08,Newfoundland and Labrador,Electric power selling price under 5000kw,66.6,NA
1985-08,Prince Edward Island,Electric power selling price under 5000kw,79.8,NA
1985-08,Nova Scotia,Electric power selling price over 5000kw,49.3,NA
1985-08,Nova Scotia,Electric power selling price under 5000kw,63.9,NA
1985-08,New Brunswick,Electric power selling price over 5000kw,54.5,NA
1985-08,New Brunswick,Electric power selling price under 5000kw,66.5,NA
1985-08,Quebec,Electric power selling price over 5000kw,52,NA
1985-08,Quebec,Electric power selling price under 5000kw,56.1,NA
1985-08,Ontario,Electric power selling price over 5000kw,43,NA
1985-08,Ontario,Electric power selling price under 5000kw,36.8,NA
1985-08,Prairie Region,Electric power selling price over 5000kw,31,NA
1985-08,Prairie Region,Electric power selling price under 5000kw,35.6,NA
1985-08,Manitoba,Electric power selling price over 5000kw,53.3,NA
1985-08,Manitoba,Electric power selling price under 5000kw,55.8,NA
1985-08,Saskatchewan,Electric power selling price over 5000kw,50.7,NA
1985-08,Saskatchewan,Electric power selling price under 5000kw,53.5,NA
1985-08,Alberta,Electric power selling price over 5000kw,19.2,NA
1985-08,Alberta,Electric power selling price under 5000kw,31.6,NA
1985-08,British Columbia,Electric power selling price over 5000kw,48.7,NA
1985-08,British Columbia,Electric power selling price under 5000kw,48.7,NA
1985-09,Canada,"Electric power selling price indexes, national total",42.1,NA
1985-09,Canada,Electric power selling price over 5000kw,43.7,NA
1985-09,Canada,Electric power selling price under 5000kw,41.2,NA
1985-09,Atlantic Region,Electric power selling price over 5000kw,51.9,NA
1985-09,Atlantic Region,Electric power selling price under 5000kw,61.7,NA
1985-09,Newfoundland and Labrador,Electric power selling price over 5000kw,65.5,NA
1985-09,Newfoundland and Labrador,Electric power selling price under 5000kw,64.6,NA
1985-09,Prince Edward Island,Electric power selling price under 5000kw,81.3,NA
1985-09,Nova Scotia,Electric power selling price over 5000kw,49.3,NA
1985-09,Nova Scotia,Electric power selling price under 5000kw,63.9,NA
1985-09,New Brunswick,Electric power selling price over 5000kw,54.5,NA
1985-09,New Brunswick,Electric power selling price under 5000kw,66.5,NA
1985-09,Quebec,Electric power selling price over 5000kw,52,NA
1985-09,Quebec,Electric power selling price under 5000kw,56.1,NA
1985-09,Ontario,Electric power selling price over 5000kw,43,NA
1985-09,Ontario,Electric power selling price under 5000kw,36.8,NA
1985-09,Prairie Region,Electric power selling price over 5000kw,31,NA
1985-09,Prairie Region,Electric power selling price under 5000kw,35.6,NA
1985-09,Manitoba,Electric power selling price over 5000kw,53.3,NA
1985-09,Manitoba,Electric power selling price under 5000kw,55.8,NA
1985-09,Saskatchewan,Electric power selling price over 5000kw,50.7,NA
1985-09,Saskatchewan,Electric power selling price under 5000kw,53.5,NA
1985-09,Alberta,Electric power selling price over 5000kw,19.2,NA
1985-09,Alberta,Electric power selling price under 5000kw,31.6,NA
1985-09,British Columbia,Electric power selling price over 5000kw,48.7,NA
1985-09,British Columbia,Electric power selling price under 5000kw,48.7,NA
1985-10,Canada,"Electric power selling price indexes, national total",42.1,NA
1985-10,Canada,Electric power selling price over 5000kw,43.9,NA
1985-10,Canada,Electric power selling price under 5000kw,41.2,NA
1985-10,Atlantic Region,Electric power selling price over 5000kw,53.1,NA
1985-10,Atlantic Region,Electric power selling price under 5000kw,61.1,NA
1985-10,Newfoundland and Labrador,Electric power selling price over 5000kw,75.4,NA
1985-10,Newfoundland and Labrador,Electric power selling price under 5000kw,59,NA
1985-10,Prince Edward Island,Electric power selling price under 5000kw,78.4,NA
1985-10,Nova Scotia,Electric power selling price over 5000kw,49.3,NA
1985-10,Nova Scotia,Electric power selling price under 5000kw,63.9,NA
1985-10,New Brunswick,Electric power selling price over 5000kw,54.5,NA
1985-10,New Brunswick,Electric power selling price under 5000kw,66.5,NA
1985-10,Quebec,Electric power selling price over 5000kw,52,NA
1985-10,Quebec,Electric power selling price under 5000kw,56.1,NA
1985-10,Ontario,Electric power selling price over 5000kw,43,NA
1985-10,Ontario,Electric power selling price under 5000kw,36.8,NA
1985-10,Prairie Region,Electric power selling price over 5000kw,31,NA
1985-10,Prairie Region,Electric power selling price under 5000kw,35.6,NA
1985-10,Manitoba,Electric power selling price over 5000kw,53.3,NA
1985-10,Manitoba,Electric power selling price under 5000kw,55.8,NA
1985-10,Saskatchewan,Electric power selling price over 5000kw,50.7,NA
1985-10,Saskatchewan,Electric power selling price under 5000kw,53.5,NA
1985-10,Alberta,Electric power selling price over 5000kw,19.2,NA
1985-10,Alberta,Electric power selling price under 5000kw,31.6,NA
1985-10,British Columbia,Electric power selling price over 5000kw,48.7,NA
1985-10,British Columbia,Electric power selling price under 5000kw,48.7,NA
1985-11,Canada,"Electric power selling price indexes, national total",42.1,NA
1985-11,Canada,Electric power selling price over 5000kw,43.9,NA
1985-11,Canada,Electric power selling price under 5000kw,41.2,NA
1985-11,Atlantic Region,Electric power selling price over 5000kw,53.5,NA
1985-11,Atlantic Region,Electric power selling price under 5000kw,61.3,NA
1985-11,Newfoundland and Labrador,Electric power selling price over 5000kw,78.3,NA
1985-11,Newfoundland and Labrador,Electric power selling price under 5000kw,65.8,NA
1985-11,Prince Edward Island,Electric power selling price under 5000kw,75.9,NA
1985-11,Nova Scotia,Electric power selling price over 5000kw,49.3,NA
1985-11,Nova Scotia,Electric power selling price under 5000kw,63.9,NA
1985-11,New Brunswick,Electric power selling price over 5000kw,54.5,NA
1985-11,New Brunswick,Electric power selling price under 5000kw,66.5,NA
1985-11,Quebec,Electric power selling price over 5000kw,52,NA
1985-11,Quebec,Electric power selling price under 5000kw,56.1,NA
1985-11,Ontario,Electric power selling price over 5000kw,43,NA
1985-11,Ontario,Electric power selling price under 5000kw,36.8,NA
1985-11,Prairie Region,Electric power selling price over 5000kw,31,NA
1985-11,Prairie Region,Electric power selling price under 5000kw,35.6,NA
1985-11,Manitoba,Electric power selling price over 5000kw,53.3,NA
1985-11,Manitoba,Electric power selling price under 5000kw,55.8,NA
1985-11,Saskatchewan,Electric power selling price over 5000kw,50.7,NA
1985-11,Saskatchewan,Electric power selling price under 5000kw,53.5,NA
1985-11,Alberta,Electric power selling price over 5000kw,19.2,NA
1985-11,Alberta,Electric power selling price under 5000kw,31.6,NA
1985-11,British Columbia,Electric power selling price over 5000kw,48.7,NA
1985-11,British Columbia,Electric power selling price under 5000kw,48.7,NA
1985-12,Canada,"Electric power selling price indexes, national total",42.1,NA
1985-12,Canada,Electric power selling price over 5000kw,43.9,NA
1985-12,Canada,Electric power selling price under 5000kw,41.2,NA
1985-12,Atlantic Region,Electric power selling price over 5000kw,53.9,NA
1985-12,Atlantic Region,Electric power selling price under 5000kw,61.5,NA
1985-12,Newfoundland and Labrador,Electric power selling price over 5000kw,81.6,NA
1985-12,Newfoundland and Labrador,Electric power selling price under 5000kw,64.5,NA
1985-12,Prince Edward Island,Electric power selling price under 5000kw,79.8,NA
1985-12,Nova Scotia,Electric power selling price over 5000kw,49.3,NA
1985-12,Nova Scotia,Electric power selling price under 5000kw,63.9,NA
1985-12,New Brunswick,Electric power selling price over 5000kw,54.5,NA
1985-12,New Brunswick,Electric power selling price under 5000kw,66.5,NA
1985-12,Quebec,Electric power selling price over 5000kw,52,NA
1985-12,Quebec,Electric power selling price under 5000kw,56.1,NA
1985-12,Ontario,Electric power selling price over 5000kw,43,NA
1985-12,Ontario,Electric power selling price under 5000kw,36.8,NA
1985-12,Prairie Region,Electric power selling price over 5000kw,31,NA
1985-12,Prairie Region,Electric power selling price under 5000kw,35.6,NA
1985-12,Manitoba,Electric power selling price over 5000kw,53.3,NA
1985-12,Manitoba,Electric power selling price under 5000kw,55.8,NA
1985-12,Saskatchewan,Electric power selling price over 5000kw,50.7,NA
1985-12,Saskatchewan,Electric power selling price under 5000kw,53.5,NA
1985-12,Alberta,Electric power selling price over 5000kw,19.2,NA
1985-12,Alberta,Electric power selling price under 5000kw,31.6,NA
1985-12,British Columbia,Electric power selling price over 5000kw,48.7,NA
1985-12,British Columbia,Electric power selling price under 5000kw,48.7,NA
1986-01,Canada,"Electric power selling price indexes, national total",42.7,NA
1986-01,Canada,Electric power selling price over 5000kw,44.3,NA
1986-01,Canada,Electric power selling price under 5000kw,41.9,NA
1986-01,Atlantic Region,Electric power selling price over 5000kw,52.6,NA
1986-01,Atlantic Region,Electric power selling price under 5000kw,61.5,NA
1986-01,Newfoundland and Labrador,Electric power selling price over 5000kw,71.1,NA
1986-01,Newfoundland and Labrador,Electric power selling price under 5000kw,66.5,NA
1986-01,Prince Edward Island,Electric power selling price under 5000kw,77.2,NA
1986-01,Nova Scotia,Electric power selling price over 5000kw,49.3,NA
1986-01,Nova Scotia,Electric power selling price under 5000kw,63.9,NA
1986-01,New Brunswick,Electric power selling price over 5000kw,54.5,NA
1986-01,New Brunswick,Electric power selling price under 5000kw,66.5,NA
1986-01,Quebec,Electric power selling price over 5000kw,52,NA
1986-01,Quebec,Electric power selling price under 5000kw,56,NA
1986-01,Ontario,Electric power selling price over 5000kw,44.8,NA
1986-01,Ontario,Electric power selling price under 5000kw,38,NA
1986-01,Prairie Region,Electric power selling price over 5000kw,31.1,NA
1986-01,Prairie Region,Electric power selling price under 5000kw,36,NA
1986-01,Manitoba,Electric power selling price over 5000kw,53.3,NA
1986-01,Manitoba,Electric power selling price under 5000kw,55.8,NA
1986-01,Saskatchewan,Electric power selling price over 5000kw,50.7,NA
1986-01,Saskatchewan,Electric power selling price under 5000kw,53.5,NA
1986-01,Alberta,Electric power selling price over 5000kw,19.2,NA
1986-01,Alberta,Electric power selling price under 5000kw,32,NA
1986-01,British Columbia,Electric power selling price over 5000kw,48.7,NA
1986-01,British Columbia,Electric power selling price under 5000kw,48.7,NA
1986-02,Canada,"Electric power selling price indexes, national total",42.8,NA
1986-02,Canada,Electric power selling price over 5000kw,44.5,NA
1986-02,Canada,Electric power selling price under 5000kw,42,NA
1986-02,Atlantic Region,Electric power selling price over 5000kw,52.6,NA
1986-02,Atlantic Region,Electric power selling price under 5000kw,61.3,NA
1986-02,Newfoundland and Labrador,Electric power selling price over 5000kw,71.1,NA
1986-02,Newfoundland and Labrador,Electric power selling price under 5000kw,66.5,NA
1986-02,Prince Edward Island,Electric power selling price under 5000kw,74.9,NA
1986-02,Nova Scotia,Electric power selling price over 5000kw,49.3,NA
1986-02,Nova Scotia,Electric power selling price under 5000kw,63.9,NA
1986-02,New Brunswick,Electric power selling price over 5000kw,54.5,NA
1986-02,New Brunswick,Electric power selling price under 5000kw,66.5,NA
1986-02,Quebec,Electric power selling price over 5000kw,52,NA
1986-02,Quebec,Electric power selling price under 5000kw,56,NA
1986-02,Ontario,Electric power selling price over 5000kw,44.8,NA
1986-02,Ontario,Electric power selling price under 5000kw,38,NA
1986-02,Prairie Region,Electric power selling price over 5000kw,31.8,NA
1986-02,Prairie Region,Electric power selling price under 5000kw,36.4,NA
1986-02,Manitoba,Electric power selling price over 5000kw,53.3,NA
1986-02,Manitoba,Electric power selling price under 5000kw,55.8,NA
1986-02,Saskatchewan,Electric power selling price over 5000kw,50.7,NA
1986-02,Saskatchewan,Electric power selling price under 5000kw,53.5,NA
1986-02,Alberta,Electric power selling price over 5000kw,20.5,NA
1986-02,Alberta,Electric power selling price under 5000kw,32.5,NA
